datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,db2,8.6; 11.7; 497.1; 132.2; 26.9; 27.0|1; 1.0; 0.0,19621.67,tpch,100
iceberg,spark,db9,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,37926.72,tpch,100
iceberg,spark,db8,28.6; 9.3; 23.7; 30.1; 104.0; 506.2,17352.93,tpch,100
iceberg,spark,db17,32.0;107.0;562.0;32.0;10.0;27.0|,18530.66,tpch,100
iceberg,spark,db13,28.4; 115.2; 636.4; 31.5; 10.2; 23.0,18100.32,tpch,100
iceberg,spark,db22,8.6; 11.7; 497.1; 132.2; 26.9; 27.0|1; 1.0; 0.0,18853.07,tpch,100
iceberg,spark,db15,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,16381.11,tpch,100
iceberg,spark,db1,28.6; 9.3; 23.7; 30.1; 104.0; 506.2,19416.65,tpch,100
iceberg,spark,db9,132.0;27.0;27.0;8.0;12.0;553.0,24539.71,tpch,100
iceberg,spark,db7,133.9; 23.5; 23.3; 8.0; 11.3; 545.1; 0.0; 1.0; 0.0,18171.06,tpch,100
iceberg,spark,db12,34.1; 104.3; 583.8; 29.6; 10.8; 27.2; 0.0; 0.9; 1.0,17485.59,tpch,100
iceberg,spark,db17,28.6; 9.3; 23.7; 30.1; 104.0; 506.2,18724.48,tpch,100
iceberg,spark,db5,35.1; 9.6; 23.7; 34.0; 11.0; 23.6,16025.28,tpch,100
iceberg,spark,db20,140.6; 27.1; 23.5; 125.6; 26.2; 29.2,14942.50,tpch,100
iceberg,spark,db10,8.0;12.0;553.0;132.0;27.0;27.0;1;1;0,14518.46,tpch,100
iceberg,spark,db14,28.9; 10.6; 25.4; 28.1; 95.5; 562.0|,17493.96,tpch,100
iceberg,spark,db5,139.7; 26.6; 23.2; 7.2; 12.2; 623.0; 0.0; 1.1; 0.0,15152.22,tpch,100
iceberg,spark,db10,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,16671.37,tpch,100
iceberg,spark,db2,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,25827.89,tpch,100
iceberg,spark,db5,32.0;107.0;562.0;32.0;10.0;27.0,20113.20,tpch,100
iceberg,spark,db16,32.0;10.0;27.0;32.0;10.0;27.0|0;0;1,11164.82,tpch,100
iceberg,spark,db4,32.0;10.0;27.0;32.0;10.0;27.0;0;0;1,27266.90,tpch,100
iceberg,spark,db2,28.9; 10.6; 25.4; 28.1; 95.5; 562.0|,20442.59,tpch,100
iceberg,spark,db3,6.9; 12.9; 579.6; 137.6; 30.3; 23.4; 0.0; 1.1; 1.0,13953.17,tpch,100
iceberg,spark,db10,132.0;27.0;27.0;132.0;27.0;27.0|,11720.12,tpch,100
iceberg,spark,db22,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,19936.59,tpch,100
iceberg,spark,db16,29.5; 10.8; 28.8; 36.7; 8.8; 27.0|0; 0.0; 1.0,18076.94,tpch,100
iceberg,spark,db10,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,20138.04,tpch,100
iceberg,spark,db4,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,15834.26,tpch,100
iceberg,spark,db12,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,17201.62,tpch,100
iceberg,spark,db21,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,15202.92,tpch,100
iceberg,spark,db13,32.0;10.0;27.0;32.0;107.0;562.0;0;0;1,16103.34,tpch,100
iceberg,spark,db8,30.6; 9.4; 29.3; 34.1; 10.5; 28.7; 0.0; 0.9; 0.0,12708.80,tpch,100
iceberg,spark,db11,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,14156.03,tpch,100
iceberg,spark,db20,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,17794.55,tpch,100
iceberg,spark,db13,29.5; 10.8; 28.8; 36.7; 8.8; 27.0|0; 0.0; 1.0,13653.84,tpch,100
iceberg,spark,db21,32.8; 107.6; 544.3; 29.7; 10.0; 27.0|0; 1.0; 1.0,23419.58,tpch,100
iceberg,spark,db2,7.7; 13.4; 526.3; 114.0; 28.4; 26.5,19325.12,tpch,100
iceberg,spark,db18,32.0;10.0;27.0;32.0;10.0;27.0|0;1;0,11263.89,tpch,100
iceberg,spark,db1,31.1; 8.6; 29.9; 27.4; 105.0; 562.0|,10510.69,tpch,100
iceberg,spark,db20,8.0;12.0;553.0;132.0;27.0;27.0;1;1;0,12266.64,tpch,100
iceberg,spark,db15,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,11603.53,tpch,100
iceberg,spark,db2,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,22861.44,tpch,100
iceberg,spark,db21,32.0;10.0;27.0;32.0;10.0;27.0,11723.15,tpch,100
iceberg,spark,db13,132.0;27.0;27.0;132.0;27.0;27.0|,16358.75,tpch,100
iceberg,spark,db21,139.7; 26.6; 23.2; 7.2; 12.2; 623.0; 0.0; 1.1; 0.0,20995.50,tpch,100
iceberg,spark,db7,36.6; 10.9; 31.0; 32.6; 119.7; 562.0|0; 0.0; 1.0,13457.00,tpch,100
iceberg,spark,db4,32.0;10.0;27.0;32.0;107.0;562.0|,14888.69,tpch,100
iceberg,spark,db3,132.5; 25.5; 25.7; 137.4; 23.1; 27.0|1; 1.1; 1.0,18916.57,tpch,100
iceberg,spark,db14,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,23307.02,tpch,100
iceberg,spark,db14,32.7; 92.2; 503.5; 30.8; 11.5; 25.4; 0.0; 1.1; 0.9,14321.39,tpch,100
iceberg,spark,db3,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,15808.34,tpch,100
iceberg,spark,db1,32.0;10.0;27.0;32.0;10.0;27.0|,10919.32,tpch,100
iceberg,spark,db1,32.0;10.0;27.0;32.0;10.0;27.0,18567.81,tpch,100
iceberg,spark,db15,32.0;10.0;27.0;32.0;10.0;27.0,8778.45,tpch,100
iceberg,spark,db1,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,13848.06,tpch,100
iceberg,spark,db8,36.6; 10.9; 31.0; 32.6; 119.7; 562.0|0; 0.0; 1.0,19112.26,tpch,100
iceberg,spark,db13,137.7; 23.6; 30.7; 8.1; 12.9; 628.9; 0.0; 1.1; 0.0,15611.70,tpch,100
iceberg,spark,db15,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,7431.33,tpch,100
iceberg,spark,db5,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,21943.11,tpch,100
iceberg,spark,db17,7.7; 13.4; 526.3; 114.0; 28.4; 26.5,18108.00,tpch,100
iceberg,spark,db6,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,37985.51,tpch,100
iceberg,spark,db3,36.6; 10.9; 31.0; 32.6; 119.7; 562.0|0; 0.0; 1.0,16854.40,tpch,100
iceberg,spark,db14,31.1; 8.6; 29.9; 27.4; 105.0; 562.0|,28379.44,tpch,100
iceberg,spark,db19,33.4; 11.1; 28.7; 32.7; 10.9; 27.0|0; 1.1; 0.0,10325.01,tpch,100
iceberg,spark,db12,32.0;10.0;27.0;32.0;10.0;27.0,10132.17,tpch,100
iceberg,spark,db4,32.0;10.0;27.0;32.0;107.0;562.0|,20643.39,tpch,100
iceberg,spark,db7,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,17901.93,tpch,100
iceberg,spark,db7,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,19321.51,tpch,100
iceberg,spark,db6,8.0;12.0;553.0;132.0;27.0;27.0;1;1;0,25546.76,tpch,100
iceberg,spark,db9,31.2; 11.2; 28.6; 35.6; 114.1; 530.6,21409.01,tpch,100
iceberg,spark,db11,33.4; 11.1; 28.7; 32.7; 10.9; 27.0|0; 1.1; 0.0,16358.44,tpch,100
iceberg,spark,db19,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,13648.19,tpch,100
iceberg,spark,db8,132.0;27.0;27.0;8.0;12.0;553.0;0;1;0,21604.35,tpch,100
iceberg,spark,db8,129.0; 24.0; 24.7; 115.3; 28.4; 27.0|,16711.85,tpch,100
iceberg,spark,db19,6.9; 12.1; 533.4; 115.8; 30.9; 27.3,18755.87,tpch,100
iceberg,spark,db2,132.0;27.0;27.0;8.0;12.0;553.0|0;1;0,12510.73,tpch,100
iceberg,spark,db21,32.0;10.0;27.0;32.0;10.0;27.0|0;1;0,25999.32,tpch,100
iceberg,spark,db8,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,19148.74,tpch,100
iceberg,spark,db3,31.2; 11.2; 28.6; 35.6; 114.1; 530.6,14328.86,tpch,100
iceberg,spark,db16,132.0;27.0;27.0;8.0;12.0;553.0|1;0;0,10683.22,tpch,100
iceberg,spark,db19,32.0;10.0;27.0;32.0;10.0;27.0;0;0;1,17520.13,tpch,100
iceberg,spark,db3,32.0;10.0;27.0;32.0;107.0;562.0,15685.83,tpch,100
iceberg,spark,db6,32.0;107.0;562.0;32.0;10.0;27.0,21182.16,tpch,100
iceberg,spark,db19,31.1; 8.6; 29.9; 27.4; 105.0; 562.0|,10939.94,tpch,100
iceberg,spark,db12,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,14190.19,tpch,100
iceberg,spark,db18,132.0;27.0;27.0;8.0;12.0;553.0|1;0;0,12953.72,tpch,100
iceberg,spark,db20,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,18689.37,tpch,100
iceberg,spark,db12,132.0;27.0;27.0;132.0;27.0;27.0;0;0;1,14539.71,tpch,100
iceberg,spark,db9,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,40872.17,tpch,100
iceberg,spark,db17,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,11643.62,tpch,100
iceberg,spark,db17,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,17194.97,tpch,100
iceberg,spark,db7,32.0;10.0;27.0;32.0;10.0;27.0|0;1;0,22314.09,tpch,100
iceberg,spark,db16,32.0;10.0;27.0;32.0;10.0;27.0,8131.52,tpch,100
iceberg,spark,db12,32.0;10.0;27.0;32.0;10.0;27.0,12251.75,tpch,100
iceberg,spark,db9,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,42518.39,tpch,100
iceberg,spark,db3,30.6; 9.4; 29.3; 34.1; 10.5; 28.7; 0.0; 0.9; 0.0,12929.48,tpch,100
iceberg,spark,db14,32.0;10.0;27.0;32.0;10.0;27.0,19202.05,tpch,100
iceberg,spark,db9,32.0;107.0;562.0;32.0;10.0;27.0|0;1;1,30510.36,tpch,100
iceberg,spark,db22,133.9; 23.5; 23.3; 8.0; 11.3; 545.1; 0.0; 1.0; 0.0,26980.37,tpch,100
iceberg,spark,db22,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,12659.91,tpch,100
iceberg,spark,db18,34.1; 104.3; 583.8; 29.6; 10.8; 27.2; 0.0; 0.9; 1.0,17966.82,tpch,100
iceberg,spark,db18,28.9; 10.6; 25.4; 28.1; 95.5; 562.0|,19582.85,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;8.0;12.0;553.0,12026.14,tpch,100
iceberg,spark,db17,132.0;27.0;27.0;132.0;27.0;27.0;1;1;1,20949.57,tpch,100
iceberg,spark,db5,133.9; 23.5; 23.3; 8.0; 11.3; 545.1; 0.0; 1.0; 0.0,18010.10,tpch,100
iceberg,spark,db6,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,21712.10,tpch,100
iceberg,spark,db2,32.0;10.0;27.0;32.0;107.0;562.0;0;0;1,19101.17,tpch,100
iceberg,spark,db13,34.1; 104.3; 583.8; 29.6; 10.8; 27.2; 0.0; 0.9; 1.0,14734.81,tpch,100
iceberg,spark,db21,32.8; 107.6; 544.3; 29.7; 10.0; 27.0|0; 1.0; 1.0,29357.51,tpch,100
iceberg,spark,db5,35.7; 10.4; 28.0; 31.4; 9.5; 29.5; 0.0; 0.0; 1.1,24865.06,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,12114.22,tpch,100
iceberg,spark,db4,132.5; 25.5; 25.7; 137.4; 23.1; 27.0|1; 1.1; 1.0,25307.53,tpch,100
iceberg,spark,db1,32.0;107.0;562.0;32.0;10.0;27.0|,14214.22,tpch,100
iceberg,spark,db17,132.0;27.0;27.0;132.0;27.0;27.0|0;0;1,19683.31,tpch,100
iceberg,spark,db7,32.0;10.0;27.0;32.0;10.0;27.0|0;1;0,18659.36,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;132.0;27.0;27.0|,9431.35,tpch,100
iceberg,spark,db13,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,10474.18,tpch,100
iceberg,spark,db20,32.0;10.0;27.0;32.0;10.0;27.0|0;0;1,11943.66,tpch,100
iceberg,spark,db5,132.0;27.0;27.0;8.0;12.0;553.0|1;0;0,9557.93,tpch,100
iceberg,spark,db3,132.0;27.0;27.0;8.0;12.0;553.0|0;1;0,23559.60,tpch,100
iceberg,spark,db1,32.0;10.0;27.0;32.0;107.0;562.0|,20149.43,tpch,100
iceberg,spark,db20,32.0;107.0;562.0;32.0;10.0;27.0|,23461.58,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;132.0;27.0;27.0,16120.23,tpch,100
iceberg,spark,db18,32.0;10.0;27.0;32.0;107.0;562.0|,15097.05,tpch,100
iceberg,spark,db7,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,12951.85,tpch,100
iceberg,spark,db18,129.0; 24.0; 24.7; 115.3; 28.4; 27.0|,15743.41,tpch,100
iceberg,spark,db21,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,14521.53,tpch,100
iceberg,spark,db4,35.7; 10.4; 28.0; 31.4; 9.5; 29.5; 0.0; 0.0; 1.1,16058.91,tpch,100
iceberg,spark,db16,6.9; 12.1; 533.4; 115.8; 30.9; 27.3,17520.89,tpch,100
iceberg,spark,db22,32.0;10.0;27.0;32.0;10.0;27.0;0;1;0,22359.18,tpch,100
iceberg,spark,db6,35.1; 9.6; 23.7; 34.0; 11.0; 23.6,21173.07,tpch,100
iceberg,spark,db12,129.0; 24.0; 24.7; 115.3; 28.4; 27.0|,9952.78,tpch,100
iceberg,spark,db4,8.0;12.0;553.0;132.0;27.0;27.0;1;1;0,14689.97,tpch,100
iceberg,spark,db9,132.0;27.0;27.0;132.0;27.0;27.0;0;0;1,16916.68,tpch,100
iceberg,spark,db10,113.7; 25.7; 28.8; 141.5; 24.0; 27.0|1; 1.1; 0.9,21578.53,tpch,100
iceberg,spark,db6,8.6; 11.7; 497.1; 132.2; 26.9; 27.0|1; 1.0; 0.0,14648.88,tpch,100
iceberg,spark,db22,28.6; 9.3; 23.7; 30.1; 104.0; 506.2,21189.22,tpch,100
iceberg,spark,db6,132.0;27.0;27.0;8.0;12.0;553.0;0;1;0,33940.85,tpch,100
iceberg,spark,db6,132.5; 25.5; 25.7; 137.4; 23.1; 27.0|1; 1.1; 1.0,19027.66,tpch,100
iceberg,spark,db14,30.6; 9.4; 29.3; 34.1; 10.5; 28.7; 0.0; 0.9; 0.0,24270.56,tpch,100
iceberg,spark,db18,32.0;107.0;562.0;32.0;10.0;27.0|,16152.98,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;132.0;27.0;27.0|,11396.65,tpch,100
iceberg,spark,db1,28.9; 10.6; 25.4; 28.1; 95.5; 562.0|,19327.49,tpch,100
iceberg,spark,db16,6.9; 12.9; 579.6; 137.6; 30.3; 23.4; 0.0; 1.1; 1.0,16654.86,tpch,100
iceberg,spark,db10,137.7; 23.6; 30.7; 8.1; 12.9; 628.9; 0.0; 1.1; 0.0,21203.40,tpch,100
iceberg,spark,db21,6.9; 12.1; 533.4; 115.8; 30.9; 27.3,22841.89,tpch,100
iceberg,spark,db5,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,17224.43,tpch,100
iceberg,spark,db16,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,10232.04,tpch,100
iceberg,spark,db15,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,13090.99,tpch,100
iceberg,spark,db13,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,13153.82,tpch,100
iceberg,spark,db20,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,20803.06,tpch,100
iceberg,spark,db19,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,10512.20,tpch,100
iceberg,spark,db14,30.6; 9.4; 29.3; 34.1; 10.5; 28.7; 0.0; 0.9; 0.0,17689.48,tpch,100
iceberg,spark,db19,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,18172.84,tpch,100
iceberg,spark,db8,8.0;12.0;553.0;132.0;27.0;27.0;0;1;1,14528.96,tpch,100
iceberg,spark,db2,142.4; 27.0; 26.7; 7.9; 11.8; 613.8; 0.9; 0.0; 0.0,11947.46,tpch,100
iceberg,spark,db22,32.7; 92.2; 503.5; 30.8; 11.5; 25.4; 0.0; 1.1; 0.9,15197.58,tpch,100
iceberg,spark,db10,32.0;10.0;27.0;32.0;10.0;27.0|,19874.19,tpch,100
iceberg,spark,db15,6.9; 12.9; 579.6; 137.6; 30.3; 23.4; 0.0; 1.1; 1.0,8165.07,tpch,100
iceberg,spark,db4,8.0;12.0;553.0;132.0;27.0;27.0|0;1;1,21257.31,tpch,100
iceberg,spark,db15,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,15113.77,tpch,100
iceberg,spark,db12,35.1; 9.6; 23.7; 34.0; 11.0; 23.6,8229.30,tpch,100
iceberg,spark,db9,8.0;12.0;553.0;132.0;27.0;27.0,22215.68,tpch,100
iceberg,spark,db16,132.0;27.0;27.0;132.0;27.0;27.0;0;0;1,18221.36,tpch,100
iceberg,spark,db18,28.4; 115.2; 636.4; 31.5; 10.2; 23.0,9059.91,tpch,100
iceberg,spark,db11,132.0;27.0;27.0;8.0;12.0;553.0;1;0;0,19454.49,tpch,100
iceberg,spark,db19,30.6; 9.4; 29.3; 34.1; 10.5; 28.7; 0.0; 0.9; 0.0,11613.82,tpch,100
iceberg,spark,db22,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,18057.48,tpch,100
iceberg,spark,db10,132.0;27.0;27.0;132.0;27.0;27.0|,16481.30,tpch,100
iceberg,spark,db17,113.7; 25.7; 28.8; 141.5; 24.0; 27.0|1; 1.1; 0.9,14970.77,tpch,100
iceberg,spark,db7,6.9; 12.9; 579.6; 137.6; 30.3; 23.4; 0.0; 1.1; 1.0,17614.72,tpch,100
iceberg,spark,db15,32.0;107.0;562.0;32.0;10.0;27.0|0;1;1,17273.27,tpch,100
iceberg,spark,db8,29.5; 10.8; 28.8; 36.7; 8.8; 27.0|0; 0.0; 1.0,15363.50,tpch,100
iceberg,spark,db14,32.0;10.0;27.0;32.0;107.0;562.0|0;0;1,17578.79,tpch,100
iceberg,spark,db20,32.0;107.0;562.0;32.0;10.0;27.0;0;1;1,17558.98,tpch,100
iceberg,spark,db1,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,29588.5,tpch,100
iceberg,spark,db10,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,39203.89,tpch,100
iceberg,spark,db11,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,34212.93,tpch,100
iceberg,spark,db12,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,9293.79,tpch,100
iceberg,spark,db13,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,29438.03,tpch,100
iceberg,spark,db14,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,19559.67,tpch,100
iceberg,spark,db15,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,36952.11,tpch,100
iceberg,spark,db16,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,36045.15,tpch,100
iceberg,spark,db17,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,29873.27,tpch,100
iceberg,spark,db18,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,28019.36,tpch,100
iceberg,spark,db19,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,81497.82,tpch,100
iceberg,spark,db2,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,14624.91,tpch,100
