datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,db5,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db6,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db7,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db8,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db9,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db1,16;200;20;18;18;32;32,191.0,tpch,1
iceberg,presto,db10,16;200;20;18;18;32;32,1.0,tpch,1
iceberg,presto,db11,16;200;20;18;18;32;32,9990.0,tpch,1
iceberg,presto,db12,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db13,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db14,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db15,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db16,16;200;20;18;18;32;32,6606.0,tpch,1
iceberg,presto,db17,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db18,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db19,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db2,16;200;20;18;18;32;32,7583.0,tpch,1
iceberg,presto,db20,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db21,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db22,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db3,16;200;20;18;18;32;32,113.0,tpch,1
iceberg,presto,db4,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db5,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db6,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db7,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db8,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db9,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db1,16;200;20;18;18;32;32,196.0,tpch,1
iceberg,presto,db10,16;200;20;18;18;32;32,1.0,tpch,1
iceberg,presto,db11,16;200;20;18;18;32;32,6965.0,tpch,1
iceberg,presto,db12,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db13,16;200;20;18;18;32;32,1.0,tpch,1
iceberg,presto,db14,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db15,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db16,16;200;20;18;18;32;32,3776.0,tpch,1
iceberg,presto,db17,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db18,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db19,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db2,16;200;20;18;18;32;32,5970.0,tpch,1
iceberg,presto,db20,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db21,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db22,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db3,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db4,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db5,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db6,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db7,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db8,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db9,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db1,16;200;20;18;18;32;32,182.0,tpch,1
iceberg,presto,db10,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db11,16;200;20;18;18;32;32,6671.0,tpch,1
iceberg,presto,db12,16;200;20;18;18;32;32,1.0,tpch,1
iceberg,presto,db13,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db14,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db15,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db16,16;200;20;18;18;32;32,3104.0,tpch,1
iceberg,presto,db17,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db18,16;200;20;18;18;32;32,1.0,tpch,1
iceberg,presto,db19,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db2,16;200;20;18;18;32;32,5763.0,tpch,1
iceberg,presto,db20,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db21,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db22,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db3,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db4,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db5,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db6,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db7,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db8,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db9,16;200;20;18;18;32;32,0.0,tpch,1
iceberg,presto,db1,20;198;136;9;36;512;1784,184.0,tpch,1
iceberg,presto,db10,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db11,20;198;136;9;36;512;1784,8379.0,tpch,1
iceberg,presto,db12,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db13,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db14,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db15,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db16,20;198;136;9;36;512;1784,6153.0,tpch,1
iceberg,presto,db17,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db18,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db19,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db2,20;198;136;9;36;512;1784,6891.0,tpch,1
iceberg,presto,db20,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db21,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db22,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db3,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db4,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db5,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db6,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db7,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db8,20;198;136;9;36;512;1784,0.0,tpch,1
iceberg,presto,db9,20;198;136;9;36;512;1784,1.0,tpch,1
iceberg,presto,db1,26;207;16;6;6;2048;390,189.0,tpch,1
iceberg,presto,db10,26;207;16;6;6;2048;390,1.0,tpch,1
iceberg,presto,db11,26;207;16;6;6;2048;390,15305.0,tpch,1
iceberg,presto,db12,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db13,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db14,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db15,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db16,26;207;16;6;6;2048;390,8241.0,tpch,1
iceberg,presto,db17,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db18,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db19,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db2,26;207;16;6;6;2048;390,12724.0,tpch,1
iceberg,presto,db20,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db21,26;207;16;6;6;2048;390,1.0,tpch,1
iceberg,presto,db22,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db3,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db4,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db5,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db6,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db7,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db8,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db9,26;207;16;6;6;2048;390,0.0,tpch,1
iceberg,presto,db1,8;137;51;18;32;1024;942,178.0,tpch,1
iceberg,presto,db10,8;137;51;18;32;1024;942,1.0,tpch,1
iceberg,presto,db11,8;137;51;18;32;1024;942,10358.0,tpch,1
iceberg,presto,db12,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db13,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db14,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db15,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db16,8;137;51;18;32;1024;942,7478.0,tpch,1
iceberg,presto,db17,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db18,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db19,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db2,8;137;51;18;32;1024;942,9436.0,tpch,1
iceberg,presto,db20,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db21,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db22,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db3,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db4,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db5,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db6,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db7,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db8,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db9,8;137;51;18;32;1024;942,0.0,tpch,1
iceberg,presto,db1,12;206;14;12;15;256;603,183.0,tpch,1
iceberg,presto,db10,12;206;14;12;15;256;603,1.0,tpch,1
iceberg,presto,db11,12;206;14;12;15;256;603,7364.0,tpch,1
iceberg,presto,db12,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db13,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db14,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db15,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db16,12;206;14;12;15;256;603,3728.0,tpch,1
iceberg,presto,db17,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db18,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db19,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db2,12;206;14;12;15;256;603,5663.0,tpch,1
iceberg,presto,db20,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db21,12;206;14;12;15;256;603,1.0,tpch,1
iceberg,presto,db22,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db3,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db4,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db5,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db6,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db7,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db8,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db9,12;206;14;12;15;256;603,0.0,tpch,1
iceberg,presto,db1,20;146;36;10;11;64;365,180.0,tpch,1
iceberg,presto,db10,20;146;36;10;11;64;365,1.0,tpch,1
iceberg,presto,db11,20;146;36;10;11;64;365,6948.0,tpch,1
iceberg,presto,db12,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db13,20;146;36;10;11;64;365,3.0,tpch,1
iceberg,presto,db14,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db15,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db16,20;146;36;10;11;64;365,3572.0,tpch,1
iceberg,presto,db17,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db18,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db19,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db2,20;146;36;10;11;64;365,5258.0,tpch,1
iceberg,presto,db20,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db21,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db22,20;146;36;10;11;64;365,1.0,tpch,1
iceberg,presto,db3,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db4,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db5,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db6,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db7,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db8,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db9,20;146;36;10;11;64;365,0.0,tpch,1
iceberg,presto,db1,15;183;28;7;9;128;129,184.0,tpch,1
iceberg,presto,db10,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db11,15;183;28;7;9;128;129,7517.0,tpch,1
iceberg,presto,db12,15;183;28;7;9;128;129,1.0,tpch,1
iceberg,presto,db13,15;183;28;7;9;128;129,1.0,tpch,1
iceberg,presto,db14,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db15,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db16,15;183;28;7;9;128;129,4724.0,tpch,1
iceberg,presto,db17,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db18,15;183;28;7;9;128;129,60.0,tpch,1
iceberg,presto,db19,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db2,15;183;28;7;9;128;129,5207.0,tpch,1
iceberg,presto,db20,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db21,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db22,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db3,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db4,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db5,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db6,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db7,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db8,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db9,15;183;28;7;9;128;129,0.0,tpch,1
iceberg,presto,db1,20;147;48;8;14;64;775,192.0,tpch,1
iceberg,presto,db10,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db11,20;147;48;8;14;64;775,6920.0,tpch,1
iceberg,presto,db12,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db13,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db14,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db15,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db16,20;147;48;8;14;64;775,4651.0,tpch,1
iceberg,presto,db17,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db18,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db19,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db2,20;147;48;8;14;64;775,5263.0,tpch,1
iceberg,presto,db20,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db21,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db22,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db3,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db4,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db5,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db6,20;147;48;8;14;64;775,1.0,tpch,1
iceberg,presto,db7,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db8,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db9,20;147;48;8;14;64;775,0.0,tpch,1
iceberg,presto,db1,12;281;136;9;36;2048;938,195.0,tpch,1
iceberg,presto,db10,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db11,12;281;136;9;36;2048;938,14149.0,tpch,1
iceberg,presto,db12,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db13,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db14,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db15,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db16,12;281;136;9;36;2048;938,8375.0,tpch,1
iceberg,presto,db17,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db18,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db19,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db2,12;281;136;9;36;2048;938,9604.0,tpch,1
iceberg,presto,db20,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db21,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db22,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db3,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db4,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db5,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db6,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db7,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db8,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db9,12;281;136;9;36;2048;938,0.0,tpch,1
iceberg,presto,db1,18;134;35;11;38;512;314,182.0,tpch,1
iceberg,presto,db10,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db11,18;134;35;11;38;512;314,8043.0,tpch,1
iceberg,presto,db12,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db13,18;134;35;11;38;512;314,1.0,tpch,1
iceberg,presto,db14,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db15,18;134;35;11;38;512;314,1.0,tpch,1
iceberg,presto,db16,18;134;35;11;38;512;314,4468.0,tpch,1
iceberg,presto,db17,18;134;35;11;38;512;314,1.0,tpch,1
iceberg,presto,db18,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db19,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db2,18;134;35;11;38;512;314,6708.0,tpch,1
iceberg,presto,db20,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db21,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db22,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db3,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db4,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db5,18;134;35;11;38;512;314,1.0,tpch,1
iceberg,presto,db6,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db7,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db8,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db9,18;134;35;11;38;512;314,0.0,tpch,1
iceberg,presto,db1,21;288;132;35;35;1024;119,188.0,tpch,1
iceberg,presto,db10,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db11,21;288;132;35;35;1024;119,8655.0,tpch,1
iceberg,presto,db12,21;288;132;35;35;1024;119,4.0,tpch,1
iceberg,presto,db13,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db14,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db15,21;288;132;35;35;1024;119,1.0,tpch,1
iceberg,presto,db16,21;288;132;35;35;1024;119,5696.0,tpch,1
iceberg,presto,db17,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db18,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db19,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db2,21;288;132;35;35;1024;119,7983.0,tpch,1
iceberg,presto,db20,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db21,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db22,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db3,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db4,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db5,21;288;132;35;35;1024;119,93.0,tpch,1
iceberg,presto,db6,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db7,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db8,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db9,21;288;132;35;35;1024;119,0.0,tpch,1
iceberg,presto,db1,20;191;52;8;15;128;70,186.0,tpch,1
iceberg,presto,db10,20;191;52;8;15;128;70,2.0,tpch,1
iceberg,presto,db11,20;191;52;8;15;128;70,6706.0,tpch,1
iceberg,presto,db12,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db13,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db14,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db15,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db16,20;191;52;8;15;128;70,3344.0,tpch,1
iceberg,presto,db17,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db18,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db19,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db2,20;191;52;8;15;128;70,5131.0,tpch,1
iceberg,presto,db20,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db21,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db22,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db3,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db4,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db5,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db6,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db7,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db8,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db9,20;191;52;8;15;128;70,0.0,tpch,1
iceberg,presto,db1,8;217;60;6;17;64;61,181.0,tpch,1
iceberg,presto,db10,8;217;60;6;17;64;61,1.0,tpch,1
iceberg,presto,db11,8;217;60;6;17;64;61,6169.0,tpch,1
iceberg,presto,db12,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db13,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db14,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db15,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db16,8;217;60;6;17;64;61,3616.0,tpch,1
iceberg,presto,db17,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db18,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db19,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db2,8;217;60;6;17;64;61,5126.0,tpch,1
iceberg,presto,db20,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db21,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db22,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db3,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db4,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db5,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db6,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db7,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db8,8;217;60;6;17;64;61,1.0,tpch,1
iceberg,presto,db9,8;217;60;6;17;64;61,0.0,tpch,1
iceberg,presto,db1,17;168;52;8;15;64;57,192.0,tpch,1
iceberg,presto,db10,17;168;52;8;15;64;57,1.0,tpch,1
iceberg,presto,db11,17;168;52;8;15;64;57,5980.0,tpch,1
iceberg,presto,db12,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db13,17;168;52;8;15;64;57,1.0,tpch,1
iceberg,presto,db14,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db15,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db16,17;168;52;8;15;64;57,3269.0,tpch,1
iceberg,presto,db17,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db18,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db19,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db2,17;168;52;8;15;64;57,5525.0,tpch,1
iceberg,presto,db20,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db21,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db22,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db3,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db4,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db5,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db6,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db7,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db8,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db9,17;168;52;8;15;64;57,0.0,tpch,1
iceberg,presto,db1,13;181;83;25;25;1024;229,191.0,tpch,1
iceberg,presto,db10,13;181;83;25;25;1024;229,1.0,tpch,1
iceberg,presto,db11,13;181;83;25;25;1024;229,9990.0,tpch,1
iceberg,presto,db12,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db13,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db14,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db15,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db16,13;181;83;25;25;1024;229,6606.0,tpch,1
iceberg,presto,db17,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db18,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db19,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db2,13;181;83;25;25;1024;229,7583.0,tpch,1
iceberg,presto,db20,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db21,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db22,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db3,13;181;83;25;25;1024;229,113.0,tpch,1
iceberg,presto,db4,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db5,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db6,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db7,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db8,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db9,13;181;83;25;25;1024;229,0.0,tpch,1
iceberg,presto,db1,27;101;80;7;31;256;33,196.0,tpch,1
iceberg,presto,db10,27;101;80;7;31;256;33,1.0,tpch,1
iceberg,presto,db11,27;101;80;7;31;256;33,6965.0,tpch,1
iceberg,presto,db12,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db13,27;101;80;7;31;256;33,1.0,tpch,1
iceberg,presto,db14,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db15,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db16,27;101;80;7;31;256;33,3776.0,tpch,1
iceberg,presto,db17,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db18,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db19,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db2,27;101;80;7;31;256;33,5970.0,tpch,1
iceberg,presto,db20,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db21,27;101;80;7;31;256;33,0.0,tpch,1
iceberg,presto,db22,27;101;80;7;31;256;33,0.0,tpch,1
