datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,q1_1,16;200;20;18;18;32;32,82091.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,87167.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,84410.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,84136.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,90469.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,89566.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,89337.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,89593.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108537.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,106224.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,104916.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,90583.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,80408.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,86164.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,106947.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,99684.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,103314.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,114924.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,113574.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,119071.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,114349.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,135573.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,124717.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,127989.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,82800.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,86511.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,82608.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,93671.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,99832.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,103049.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,116524.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,109174.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,102211.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,108875.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108121.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,104466.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,102019.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,79462.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,82088.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,83698.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,98010.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,102764.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,95250.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,109192.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,103767.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,101940.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,102786.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,105083.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,102570.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,105792.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,79663.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,79001.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,79410.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,93958.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,104832.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,102291.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,101450.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,106555.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,101729.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,100388.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,102442.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,101025.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,101117.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,63637.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,68846.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,60544.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,76191.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,73972.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,73871.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,76622.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,77824.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,77811.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,77200.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,100599.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,98705.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,100683.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,71076.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,77115.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,76989.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,88320.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,105257.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,92097.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,100464.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,98802.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,106304.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,99454.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,100063.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,99890.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,98334.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,62998.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,61642.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,61022.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,77099.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,76842.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,77049.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,80354.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,82091.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,87167.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,84410.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,84136.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,90469.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,89566.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,89337.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,89593.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108537.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,106224.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,104916.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,90583.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,80408.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,86164.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,106947.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,99684.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,103314.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,114924.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,113574.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,119071.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,114349.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,135573.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,124717.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,127989.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,82800.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,86511.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,82608.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,93671.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,99832.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,103049.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,116524.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,109174.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,102211.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,108875.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108121.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,104466.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,102019.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,79462.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,82088.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,83698.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,98010.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,102764.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,95250.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,109192.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,103767.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,101940.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,102786.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,105083.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,102570.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,105792.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,79663.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,79001.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,79410.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,93958.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,104832.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,102291.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,101450.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,106555.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,101729.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,100388.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,102442.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,101025.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,101117.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,63637.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,68846.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,60544.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,76191.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,73972.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,73871.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,76622.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,77824.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,77811.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,77200.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,100599.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,98705.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,100683.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,71076.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,77115.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,76989.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,88320.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,105257.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,92097.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,100464.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,98802.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,106304.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,99454.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,100063.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,99890.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,98334.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,62998.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,61642.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,61022.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,77099.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,76842.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,77049.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,80354.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,82091.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,87167.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,84410.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,84136.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,90469.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,89566.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,89337.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,89593.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108537.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,106224.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,104916.0,ssb,100
hudi,presto,q1_1,20;198;136;9;36;512;1784,90583.0,ssb,100
hudi,presto,q1_2,20;198;136;9;36;512;1784,80408.0,ssb,100
hudi,presto,q1_3,20;198;136;9;36;512;1784,86164.0,ssb,100
hudi,presto,q2_1,20;198;136;9;36;512;1784,106947.0,ssb,100
hudi,presto,q2_2,20;198;136;9;36;512;1784,99684.0,ssb,100
hudi,presto,q2_3,20;198;136;9;36;512;1784,103314.0,ssb,100
hudi,presto,q3_1,20;198;136;9;36;512;1784,114924.0,ssb,100
hudi,presto,q3_2,20;198;136;9;36;512;1784,113574.0,ssb,100
hudi,presto,q3_3,20;198;136;9;36;512;1784,119071.0,ssb,100
hudi,presto,q3_4,20;198;136;9;36;512;1784,114349.0,ssb,100
hudi,presto,q4_1,20;198;136;9;36;512;1784,135573.0,ssb,100
hudi,presto,q4_2,20;198;136;9;36;512;1784,124717.0,ssb,100
hudi,presto,q4_3,20;198;136;9;36;512;1784,127989.0,ssb,100
hudi,presto,q1_1,26;207;16;6;6;2048;390,82800.0,ssb,100
hudi,presto,q1_2,26;207;16;6;6;2048;390,86511.0,ssb,100
hudi,presto,q1_3,26;207;16;6;6;2048;390,82608.0,ssb,100
hudi,presto,q2_1,26;207;16;6;6;2048;390,93671.0,ssb,100
hudi,presto,q2_2,26;207;16;6;6;2048;390,99832.0,ssb,100
hudi,presto,q2_3,26;207;16;6;6;2048;390,103049.0,ssb,100
hudi,presto,q3_1,26;207;16;6;6;2048;390,116524.0,ssb,100
hudi,presto,q3_2,26;207;16;6;6;2048;390,109174.0,ssb,100
hudi,presto,q3_3,26;207;16;6;6;2048;390,102211.0,ssb,100
hudi,presto,q3_4,26;207;16;6;6;2048;390,108875.0,ssb,100
hudi,presto,q4_1,26;207;16;6;6;2048;390,108121.0,ssb,100
hudi,presto,q4_2,26;207;16;6;6;2048;390,104466.0,ssb,100
hudi,presto,q4_3,26;207;16;6;6;2048;390,102019.0,ssb,100
hudi,presto,q1_1,8;137;51;18;32;1024;942,79462.0,ssb,100
hudi,presto,q1_2,8;137;51;18;32;1024;942,82088.0,ssb,100
hudi,presto,q1_3,8;137;51;18;32;1024;942,83698.0,ssb,100
hudi,presto,q2_1,8;137;51;18;32;1024;942,98010.0,ssb,100
hudi,presto,q2_2,8;137;51;18;32;1024;942,102764.0,ssb,100
hudi,presto,q2_3,8;137;51;18;32;1024;942,95250.0,ssb,100
hudi,presto,q3_1,8;137;51;18;32;1024;942,109192.0,ssb,100
hudi,presto,q3_2,8;137;51;18;32;1024;942,103767.0,ssb,100
hudi,presto,q3_3,8;137;51;18;32;1024;942,101940.0,ssb,100
hudi,presto,q3_4,8;137;51;18;32;1024;942,102786.0,ssb,100
hudi,presto,q4_1,8;137;51;18;32;1024;942,105083.0,ssb,100
hudi,presto,q4_2,8;137;51;18;32;1024;942,102570.0,ssb,100
hudi,presto,q4_3,8;137;51;18;32;1024;942,105792.0,ssb,100
hudi,presto,q1_1,32;108;28;7;21;1024;614,79663.0,ssb,100
hudi,presto,q1_2,32;108;28;7;21;1024;614,79001.0,ssb,100
hudi,presto,q1_3,32;108;28;7;21;1024;614,79410.0,ssb,100
hudi,presto,q2_1,32;108;28;7;21;1024;614,93958.0,ssb,100
hudi,presto,q2_2,32;108;28;7;21;1024;614,104832.0,ssb,100
hudi,presto,q2_3,32;108;28;7;21;1024;614,102291.0,ssb,100
hudi,presto,q3_1,32;108;28;7;21;1024;614,101450.0,ssb,100
hudi,presto,q3_2,32;108;28;7;21;1024;614,106555.0,ssb,100
hudi,presto,q3_3,32;108;28;7;21;1024;614,101729.0,ssb,100
hudi,presto,q3_4,32;108;28;7;21;1024;614,100388.0,ssb,100
hudi,presto,q4_1,32;108;28;7;21;1024;614,102442.0,ssb,100
hudi,presto,q4_2,32;108;28;7;21;1024;614,101025.0,ssb,100
hudi,presto,q4_3,32;108;28;7;21;1024;614,101117.0,ssb,100
hudi,presto,q1_1,25;116;12;7;20;1024;62,63637.0,ssb,100
hudi,presto,q1_2,25;116;12;7;20;1024;62,68846.0,ssb,100
hudi,presto,q1_3,25;116;12;7;20;1024;62,60544.0,ssb,100
hudi,presto,q2_1,25;116;12;7;20;1024;62,76191.0,ssb,100
hudi,presto,q2_2,25;116;12;7;20;1024;62,73972.0,ssb,100
hudi,presto,q2_3,25;116;12;7;20;1024;62,73871.0,ssb,100
hudi,presto,q3_1,25;116;12;7;20;1024;62,76622.0,ssb,100
hudi,presto,q3_2,25;116;12;7;20;1024;62,77824.0,ssb,100
hudi,presto,q3_3,25;116;12;7;20;1024;62,77811.0,ssb,100
hudi,presto,q3_4,25;116;12;7;20;1024;62,77200.0,ssb,100
hudi,presto,q4_1,25;116;12;7;20;1024;62,100599.0,ssb,100
hudi,presto,q4_2,25;116;12;7;20;1024;62,98705.0,ssb,100
hudi,presto,q4_3,25;116;12;7;20;1024;62,100683.0,ssb,100
hudi,presto,q1_1,10;132;22;13;20;512;587,71076.0,ssb,100
hudi,presto,q1_2,10;132;22;13;20;512;587,77115.0,ssb,100
hudi,presto,q1_3,10;132;22;13;20;512;587,76989.0,ssb,100
hudi,presto,q2_1,10;132;22;13;20;512;587,88320.0,ssb,100
hudi,presto,q2_2,10;132;22;13;20;512;587,105257.0,ssb,100
hudi,presto,q2_3,10;132;22;13;20;512;587,92097.0,ssb,100
hudi,presto,q3_1,10;132;22;13;20;512;587,100464.0,ssb,100
hudi,presto,q3_2,10;132;22;13;20;512;587,98802.0,ssb,100
hudi,presto,q3_3,10;132;22;13;20;512;587,106304.0,ssb,100
hudi,presto,q3_4,10;132;22;13;20;512;587,99454.0,ssb,100
hudi,presto,q4_1,10;132;22;13;20;512;587,100063.0,ssb,100
hudi,presto,q4_2,10;132;22;13;20;512;587,99890.0,ssb,100
hudi,presto,q4_3,10;132;22;13;20;512;587,98334.0,ssb,100
hudi,presto,q1_1,16;120;8;16;16;1024;74,62998.0,ssb,100
hudi,presto,q1_2,16;120;8;16;16;1024;74,61642.0,ssb,100
hudi,presto,q1_3,16;120;8;16;16;1024;74,61022.0,ssb,100
hudi,presto,q2_1,16;120;8;16;16;1024;74,77099.0,ssb,100
hudi,presto,q2_2,16;120;8;16;16;1024;74,76842.0,ssb,100
hudi,presto,q2_3,16;120;8;16;16;1024;74,77049.0,ssb,100
hudi,presto,q3_1,16;120;8;16;16;1024;74,80354.0,ssb,100
hudi,presto,q1_1,16;200;20;18;18;32;32,82091.0,ssb,100
hudi,presto,q1_2,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q1_3,16;200;20;18;18;32;32,63704.0,ssb,100
hudi,presto,q2_1,16;200;20;18;18;32;32,87167.0,ssb,100
hudi,presto,q2_2,16;200;20;18;18;32;32,84410.0,ssb,100
hudi,presto,q2_3,16;200;20;18;18;32;32,84136.0,ssb,100
hudi,presto,q3_1,16;200;20;18;18;32;32,90469.0,ssb,100
hudi,presto,q3_2,16;200;20;18;18;32;32,89566.0,ssb,100
hudi,presto,q3_3,16;200;20;18;18;32;32,89337.0,ssb,100
hudi,presto,q3_4,16;200;20;18;18;32;32,89593.0,ssb,100
hudi,presto,q4_1,16;200;20;18;18;32;32,108537.0,ssb,100
hudi,presto,q4_2,16;200;20;18;18;32;32,106224.0,ssb,100
hudi,presto,q4_3,16;200;20;18;18;32;32,104916.0,ssb,100
hudi,presto,q1_1,20;198;136;9;36;512;1784,90583.0,ssb,100
hudi,presto,q1_2,20;198;136;9;36;512;1784,80408.0,ssb,100
hudi,presto,q1_3,20;198;136;9;36;512;1784,86164.0,ssb,100
hudi,presto,q2_1,20;198;136;9;36;512;1784,106947.0,ssb,100
hudi,presto,q2_2,20;198;136;9;36;512;1784,99684.0,ssb,100
hudi,presto,q2_3,20;198;136;9;36;512;1784,103314.0,ssb,100
hudi,presto,q3_1,20;198;136;9;36;512;1784,114924.0,ssb,100
hudi,presto,q3_2,20;198;136;9;36;512;1784,113574.0,ssb,100
hudi,presto,q3_3,20;198;136;9;36;512;1784,119071.0,ssb,100
hudi,presto,q3_4,20;198;136;9;36;512;1784,114349.0,ssb,100
hudi,presto,q4_1,20;198;136;9;36;512;1784,135573.0,ssb,100
hudi,presto,q4_2,20;198;136;9;36;512;1784,124717.0,ssb,100
hudi,presto,q4_3,20;198;136;9;36;512;1784,127989.0,ssb,100
hudi,presto,q1_1,26;207;16;6;6;2048;390,82800.0,ssb,100
hudi,presto,q1_2,26;207;16;6;6;2048;390,86511.0,ssb,100
hudi,presto,q1_3,26;207;16;6;6;2048;390,82608.0,ssb,100
hudi,presto,q2_1,26;207;16;6;6;2048;390,93671.0,ssb,100
hudi,presto,q2_2,26;207;16;6;6;2048;390,99832.0,ssb,100
hudi,presto,q2_3,26;207;16;6;6;2048;390,103049.0,ssb,100
hudi,presto,q3_1,26;207;16;6;6;2048;390,116524.0,ssb,100
hudi,presto,q3_2,26;207;16;6;6;2048;390,109174.0,ssb,100
hudi,presto,q3_3,26;207;16;6;6;2048;390,102211.0,ssb,100
hudi,presto,q3_4,26;207;16;6;6;2048;390,108875.0,ssb,100
hudi,presto,q4_1,26;207;16;6;6;2048;390,108121.0,ssb,100
hudi,presto,q4_2,26;207;16;6;6;2048;390,104466.0,ssb,100
hudi,presto,q4_3,26;207;16;6;6;2048;390,102019.0,ssb,100
hudi,presto,q1_1,8;137;51;18;32;1024;942,79462.0,ssb,100
hudi,presto,q1_2,8;137;51;18;32;1024;942,82088.0,ssb,100
hudi,presto,q1_3,8;137;51;18;32;1024;942,83698.0,ssb,100
hudi,presto,q2_1,8;137;51;18;32;1024;942,98010.0,ssb,100
hudi,presto,q2_2,8;137;51;18;32;1024;942,102764.0,ssb,100
hudi,presto,q2_3,8;137;51;18;32;1024;942,95250.0,ssb,100
hudi,presto,q3_1,8;137;51;18;32;1024;942,109192.0,ssb,100
hudi,presto,q3_2,8;137;51;18;32;1024;942,103767.0,ssb,100
hudi,presto,q3_3,8;137;51;18;32;1024;942,101940.0,ssb,100
hudi,presto,q3_4,8;137;51;18;32;1024;942,102786.0,ssb,100
hudi,presto,q4_1,8;137;51;18;32;1024;942,105083.0,ssb,100
hudi,presto,q4_2,8;137;51;18;32;1024;942,102570.0,ssb,100
hudi,presto,q4_3,8;137;51;18;32;1024;942,105792.0,ssb,100
hudi,presto,q1_1,32;108;28;7;21;1024;614,79663.0,ssb,100
hudi,presto,q1_2,32;108;28;7;21;1024;614,79001.0,ssb,100
hudi,presto,q1_3,32;108;28;7;21;1024;614,79410.0,ssb,100
hudi,presto,q2_1,32;108;28;7;21;1024;614,93958.0,ssb,100
hudi,presto,q2_2,32;108;28;7;21;1024;614,104832.0,ssb,100
hudi,presto,q2_3,32;108;28;7;21;1024;614,102291.0,ssb,100
hudi,presto,q3_1,32;108;28;7;21;1024;614,101450.0,ssb,100
hudi,presto,q3_2,32;108;28;7;21;1024;614,106555.0,ssb,100
hudi,presto,q3_3,32;108;28;7;21;1024;614,101729.0,ssb,100
hudi,presto,q3_4,32;108;28;7;21;1024;614,100388.0,ssb,100
hudi,presto,q4_1,32;108;28;7;21;1024;614,102442.0,ssb,100
hudi,presto,q4_2,32;108;28;7;21;1024;614,101025.0,ssb,100
hudi,presto,q4_3,32;108;28;7;21;1024;614,101117.0,ssb,100
hudi,presto,q1_1,25;116;12;7;20;1024;62,63637.0,ssb,100
hudi,presto,q1_2,25;116;12;7;20;1024;62,68846.0,ssb,100
hudi,presto,q1_3,25;116;12;7;20;1024;62,60544.0,ssb,100
hudi,presto,q2_1,25;116;12;7;20;1024;62,76191.0,ssb,100
hudi,presto,q2_2,25;116;12;7;20;1024;62,73972.0,ssb,100
hudi,presto,q2_3,25;116;12;7;20;1024;62,73871.0,ssb,100
hudi,presto,q3_1,25;116;12;7;20;1024;62,76622.0,ssb,100
hudi,presto,q3_2,25;116;12;7;20;1024;62,77824.0,ssb,100
hudi,presto,q3_3,25;116;12;7;20;1024;62,77811.0,ssb,100
hudi,presto,q3_4,25;116;12;7;20;1024;62,77200.0,ssb,100
hudi,presto,q4_1,25;116;12;7;20;1024;62,100599.0,ssb,100
hudi,presto,q4_2,25;116;12;7;20;1024;62,98705.0,ssb,100
hudi,presto,q4_3,25;116;12;7;20;1024;62,100683.0,ssb,100
hudi,presto,q1_1,10;132;22;13;20;512;587,71076.0,ssb,100
hudi,presto,q1_2,10;132;22;13;20;512;587,77115.0,ssb,100
