datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,q1_1,16;200;20;18;18;32;32,26117.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21962.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21964.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,71299.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,66184.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,65528.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,60655.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,62671.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,60238.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,64198.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,97162.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,92064.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,98066.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,25294.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21258.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,20733.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,67969.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,69044.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,65078.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,60986.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,63076.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,62528.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,62602.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,95428.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,95845.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,91352.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,26318.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,20973.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21505.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,69941.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,67757.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,67778.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,63322.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,62571.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,61745.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,64547.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,93177.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,92731.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,93095.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,29717.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,24419.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,24987.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,69436.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,73910.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,69854.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,65835.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,66699.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,65160.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,68718.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,96224.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,103133.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,100735.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,26905.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21860.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21639.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,66987.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,68131.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,65164.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,62734.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,64033.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,61910.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,63041.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,93092.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,94442.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,95210.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,29573.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,23821.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,23160.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,67242.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,71889.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,66344.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,64620.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,65240.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,62423.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,63535.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,96396.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,92341.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,91279.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,26501.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21665.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21638.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,67408.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,67839.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,68101.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,63480.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,62365.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,62527.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,63346.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,90992.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,93120.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,96109.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,25583.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21700.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21120.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,68556.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,70945.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,66043.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,61342.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,62612.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,66718.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,61857.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,91551.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,91241.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,92238.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,25462.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,20868.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21415.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,68750.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,66364.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,65051.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,64600.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,63941.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,64933.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,61281.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,93415.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,90389.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,91208.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,29784.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,23529.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,23551.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,65296.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,70775.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,66368.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,63625.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,66940.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,63435.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,62676.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,95728.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,92997.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,90543.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,25417.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,21416.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21279.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,69525.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,67792.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,65299.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,64709.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,62137.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,62118.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,62266.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,93554.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,92174.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,91504.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,27967.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,24883.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21308.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,65939.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,71219.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,69236.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,61593.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,59609.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,61192.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,61798.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,90051.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,91891.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,92066.0,ssb,100
delta,presto,q1_1,20;198;136;9;36;512;1784,25930.0,ssb,100
delta,presto,q1_2,20;198;136;9;36;512;1784,23630.0,ssb,100
delta,presto,q1_3,20;198;136;9;36;512;1784,26126.0,ssb,100
delta,presto,q2_1,20;198;136;9;36;512;1784,71086.0,ssb,100
delta,presto,q2_2,20;198;136;9;36;512;1784,66839.0,ssb,100
delta,presto,q2_3,20;198;136;9;36;512;1784,67108.0,ssb,100
delta,presto,q3_1,20;198;136;9;36;512;1784,62100.0,ssb,100
delta,presto,q3_2,20;198;136;9;36;512;1784,65249.0,ssb,100
delta,presto,q3_3,20;198;136;9;36;512;1784,61625.0,ssb,100
delta,presto,q3_4,20;198;136;9;36;512;1784,63022.0,ssb,100
delta,presto,q4_1,20;198;136;9;36;512;1784,92041.0,ssb,100
delta,presto,q4_2,20;198;136;9;36;512;1784,92620.0,ssb,100
delta,presto,q4_3,20;198;136;9;36;512;1784,97556.0,ssb,100
delta,presto,q1_1,26;207;16;6;6;2048;390,31694.0,ssb,100
delta,presto,q1_2,26;207;16;6;6;2048;390,25743.0,ssb,100
delta,presto,q1_3,26;207;16;6;6;2048;390,24656.0,ssb,100
delta,presto,q2_1,26;207;16;6;6;2048;390,71136.0,ssb,100
delta,presto,q2_2,26;207;16;6;6;2048;390,69514.0,ssb,100
delta,presto,q2_3,26;207;16;6;6;2048;390,69338.0,ssb,100
delta,presto,q3_1,26;207;16;6;6;2048;390,66409.0,ssb,100
delta,presto,q3_2,26;207;16;6;6;2048;390,65768.0,ssb,100
delta,presto,q3_3,26;207;16;6;6;2048;390,65719.0,ssb,100
delta,presto,q3_4,26;207;16;6;6;2048;390,67703.0,ssb,100
delta,presto,q4_1,26;207;16;6;6;2048;390,96670.0,ssb,100
delta,presto,q4_2,26;207;16;6;6;2048;390,99646.0,ssb,100
delta,presto,q4_3,26;207;16;6;6;2048;390,94523.0,ssb,100
delta,presto,q1_1,8;137;51;18;32;1024;942,27538.0,ssb,100
delta,presto,q1_2,8;137;51;18;32;1024;942,22746.0,ssb,100
delta,presto,q1_3,8;137;51;18;32;1024;942,23373.0,ssb,100
delta,presto,q2_1,8;137;51;18;32;1024;942,69112.0,ssb,100
delta,presto,q2_2,8;137;51;18;32;1024;942,68787.0,ssb,100
delta,presto,q2_3,8;137;51;18;32;1024;942,65603.0,ssb,100
delta,presto,q3_1,8;137;51;18;32;1024;942,62500.0,ssb,100
delta,presto,q3_2,8;137;51;18;32;1024;942,65863.0,ssb,100
delta,presto,q3_3,8;137;51;18;32;1024;942,62181.0,ssb,100
delta,presto,q3_4,8;137;51;18;32;1024;942,62978.0,ssb,100
delta,presto,q4_1,8;137;51;18;32;1024;942,98262.0,ssb,100
delta,presto,q4_2,8;137;51;18;32;1024;942,97325.0,ssb,100
delta,presto,q4_3,8;137;51;18;32;1024;942,93103.0,ssb,100
delta,presto,q1_1,13;193;124;29;43;256;1748,27119.0,ssb,100
delta,presto,q1_2,13;193;124;29;43;256;1748,22085.0,ssb,100
delta,presto,q1_3,13;193;124;29;43;256;1748,22386.0,ssb,100
delta,presto,q2_1,13;193;124;29;43;256;1748,71088.0,ssb,100
delta,presto,q2_2,13;193;124;29;43;256;1748,67285.0,ssb,100
delta,presto,q2_3,13;193;124;29;43;256;1748,66792.0,ssb,100
delta,presto,q3_1,13;193;124;29;43;256;1748,62304.0,ssb,100
delta,presto,q3_2,13;193;124;29;43;256;1748,63489.0,ssb,100
delta,presto,q3_3,13;193;124;29;43;256;1748,63521.0,ssb,100
delta,presto,q3_4,13;193;124;29;43;256;1748,61049.0,ssb,100
delta,presto,q4_1,13;193;124;29;43;256;1748,93530.0,ssb,100
delta,presto,q4_2,13;193;124;29;43;256;1748,93999.0,ssb,100
delta,presto,q4_3,13;193;124;29;43;256;1748,94482.0,ssb,100
delta,presto,q1_1,15;153;119;35;39;64;1008,26117.0,ssb,100
delta,presto,q1_2,15;153;119;35;39;64;1008,21962.0,ssb,100
delta,presto,q1_3,15;153;119;35;39;64;1008,21964.0,ssb,100
delta,presto,q2_1,15;153;119;35;39;64;1008,71299.0,ssb,100
delta,presto,q2_2,15;153;119;35;39;64;1008,66184.0,ssb,100
delta,presto,q2_3,15;153;119;35;39;64;1008,65528.0,ssb,100
delta,presto,q3_1,15;153;119;35;39;64;1008,60655.0,ssb,100
delta,presto,q3_2,15;153;119;35;39;64;1008,62671.0,ssb,100
delta,presto,q3_3,15;153;119;35;39;64;1008,60238.0,ssb,100
delta,presto,q3_4,15;153;119;35;39;64;1008,64198.0,ssb,100
delta,presto,q4_1,15;153;119;35;39;64;1008,97162.0,ssb,100
delta,presto,q4_2,15;153;119;35;39;64;1008,92064.0,ssb,100
delta,presto,q4_3,15;153;119;35;39;64;1008,98066.0,ssb,100
delta,presto,q1_1,11;268;117;39;47;128;1021,25294.0,ssb,100
delta,presto,q1_2,11;268;117;39;47;128;1021,21258.0,ssb,100
delta,presto,q1_3,11;268;117;39;47;128;1021,20733.0,ssb,100
delta,presto,q2_1,11;268;117;39;47;128;1021,67969.0,ssb,100
delta,presto,q2_2,11;268;117;39;47;128;1021,69044.0,ssb,100
delta,presto,q2_3,11;268;117;39;47;128;1021,65078.0,ssb,100
delta,presto,q3_1,11;268;117;39;47;128;1021,60986.0,ssb,100
delta,presto,q3_2,11;268;117;39;47;128;1021,63076.0,ssb,100
delta,presto,q3_3,11;268;117;39;47;128;1021,62528.0,ssb,100
delta,presto,q3_4,11;268;117;39;47;128;1021,62602.0,ssb,100
delta,presto,q4_1,11;268;117;39;47;128;1021,95428.0,ssb,100
delta,presto,q4_2,11;268;117;39;47;128;1021,95845.0,ssb,100
delta,presto,q4_3,11;268;117;39;47;128;1021,91352.0,ssb,100
delta,presto,q1_1,15;272;123;7;44;64;1958,26318.0,ssb,100
delta,presto,q1_2,15;272;123;7;44;64;1958,20973.0,ssb,100
delta,presto,q1_3,15;272;123;7;44;64;1958,21505.0,ssb,100
delta,presto,q2_1,15;272;123;7;44;64;1958,69941.0,ssb,100
delta,presto,q2_2,15;272;123;7;44;64;1958,67757.0,ssb,100
delta,presto,q2_3,15;272;123;7;44;64;1958,67778.0,ssb,100
delta,presto,q3_1,15;272;123;7;44;64;1958,63322.0,ssb,100
delta,presto,q3_2,15;272;123;7;44;64;1958,62571.0,ssb,100
delta,presto,q3_3,15;272;123;7;44;64;1958,61745.0,ssb,100
delta,presto,q3_4,15;272;123;7;44;64;1958,64547.0,ssb,100
delta,presto,q4_1,15;272;123;7;44;64;1958,93177.0,ssb,100
delta,presto,q4_2,15;272;123;7;44;64;1958,92731.0,ssb,100
delta,presto,q4_3,15;272;123;7;44;64;1958,93095.0,ssb,100
delta,presto,q1_1,12;281;136;9;36;2048;938,29717.0,ssb,100
delta,presto,q1_2,12;281;136;9;36;2048;938,24419.0,ssb,100
delta,presto,q1_3,12;281;136;9;36;2048;938,24987.0,ssb,100
delta,presto,q2_1,12;281;136;9;36;2048;938,69436.0,ssb,100
delta,presto,q2_2,12;281;136;9;36;2048;938,73910.0,ssb,100
delta,presto,q2_3,12;281;136;9;36;2048;938,69854.0,ssb,100
delta,presto,q3_1,12;281;136;9;36;2048;938,65835.0,ssb,100
delta,presto,q3_2,12;281;136;9;36;2048;938,66699.0,ssb,100
delta,presto,q3_3,12;281;136;9;36;2048;938,65160.0,ssb,100
delta,presto,q3_4,12;281;136;9;36;2048;938,68718.0,ssb,100
delta,presto,q4_1,12;281;136;9;36;2048;938,96224.0,ssb,100
delta,presto,q4_2,12;281;136;9;36;2048;938,103133.0,ssb,100
delta,presto,q4_3,12;281;136;9;36;2048;938,100735.0,ssb,100
delta,presto,q1_1,18;134;35;11;38;512;314,26905.0,ssb,100
delta,presto,q1_2,18;134;35;11;38;512;314,21860.0,ssb,100
delta,presto,q1_3,18;134;35;11;38;512;314,21639.0,ssb,100
delta,presto,q2_1,18;134;35;11;38;512;314,66987.0,ssb,100
delta,presto,q2_2,18;134;35;11;38;512;314,68131.0,ssb,100
delta,presto,q2_3,18;134;35;11;38;512;314,65164.0,ssb,100
delta,presto,q3_1,18;134;35;11;38;512;314,62734.0,ssb,100
delta,presto,q3_2,18;134;35;11;38;512;314,64033.0,ssb,100
delta,presto,q3_3,18;134;35;11;38;512;314,61910.0,ssb,100
delta,presto,q3_4,18;134;35;11;38;512;314,63041.0,ssb,100
delta,presto,q4_1,18;134;35;11;38;512;314,93092.0,ssb,100
delta,presto,q4_2,18;134;35;11;38;512;314,94442.0,ssb,100
delta,presto,q4_3,18;134;35;11;38;512;314,95210.0,ssb,100
delta,presto,q1_1,21;288;132;35;35;1024;119,29573.0,ssb,100
delta,presto,q1_2,21;288;132;35;35;1024;119,23821.0,ssb,100
delta,presto,q1_3,21;288;132;35;35;1024;119,23160.0,ssb,100
delta,presto,q2_1,21;288;132;35;35;1024;119,67242.0,ssb,100
delta,presto,q2_2,21;288;132;35;35;1024;119,71889.0,ssb,100
delta,presto,q2_3,21;288;132;35;35;1024;119,66344.0,ssb,100
delta,presto,q3_1,21;288;132;35;35;1024;119,64620.0,ssb,100
delta,presto,q3_2,21;288;132;35;35;1024;119,65240.0,ssb,100
delta,presto,q3_3,21;288;132;35;35;1024;119,62423.0,ssb,100
delta,presto,q3_4,21;288;132;35;35;1024;119,63535.0,ssb,100
delta,presto,q4_1,21;288;132;35;35;1024;119,96396.0,ssb,100
delta,presto,q4_2,21;288;132;35;35;1024;119,92341.0,ssb,100
delta,presto,q4_3,21;288;132;35;35;1024;119,91279.0,ssb,100
delta,presto,q1_1,20;179;136;13;36;512;2006,26501.0,ssb,100
delta,presto,q1_2,20;179;136;13;36;512;2006,21665.0,ssb,100
delta,presto,q1_3,20;179;136;13;36;512;2006,21638.0,ssb,100
delta,presto,q2_1,20;179;136;13;36;512;2006,67408.0,ssb,100
delta,presto,q2_2,20;179;136;13;36;512;2006,67839.0,ssb,100
delta,presto,q2_3,20;179;136;13;36;512;2006,68101.0,ssb,100
delta,presto,q3_1,20;179;136;13;36;512;2006,63480.0,ssb,100
delta,presto,q3_2,20;179;136;13;36;512;2006,62365.0,ssb,100
delta,presto,q3_3,20;179;136;13;36;512;2006,62527.0,ssb,100
delta,presto,q3_4,20;179;136;13;36;512;2006,63346.0,ssb,100
delta,presto,q4_1,20;179;136;13;36;512;2006,90992.0,ssb,100
delta,presto,q4_2,20;179;136;13;36;512;2006,93120.0,ssb,100
delta,presto,q4_3,20;179;136;13;36;512;2006,96109.0,ssb,100
delta,presto,q1_1,11;272;14;41;46;64;1182,25583.0,ssb,100
delta,presto,q1_2,11;272;14;41;46;64;1182,21700.0,ssb,100
delta,presto,q1_3,11;272;14;41;46;64;1182,21120.0,ssb,100
delta,presto,q2_1,11;272;14;41;46;64;1182,68556.0,ssb,100
delta,presto,q2_2,11;272;14;41;46;64;1182,70945.0,ssb,100
delta,presto,q2_3,11;272;14;41;46;64;1182,66043.0,ssb,100
delta,presto,q3_1,11;272;14;41;46;64;1182,61342.0,ssb,100
delta,presto,q3_2,11;272;14;41;46;64;1182,62612.0,ssb,100
delta,presto,q3_3,11;272;14;41;46;64;1182,66718.0,ssb,100
delta,presto,q3_4,11;272;14;41;46;64;1182,61857.0,ssb,100
delta,presto,q4_1,11;272;14;41;46;64;1182,91551.0,ssb,100
delta,presto,q4_2,11;272;14;41;46;64;1182,91241.0,ssb,100
delta,presto,q4_3,11;272;14;41;46;64;1182,92238.0,ssb,100
delta,presto,q1_1,10;208;10;39;47;128;600,25462.0,ssb,100
delta,presto,q1_2,10;208;10;39;47;128;600,20868.0,ssb,100
delta,presto,q1_3,10;208;10;39;47;128;600,21415.0,ssb,100
delta,presto,q2_1,10;208;10;39;47;128;600,68750.0,ssb,100
delta,presto,q2_2,10;208;10;39;47;128;600,66364.0,ssb,100
delta,presto,q2_3,10;208;10;39;47;128;600,65051.0,ssb,100
delta,presto,q3_1,10;208;10;39;47;128;600,64600.0,ssb,100
delta,presto,q3_2,10;208;10;39;47;128;600,63941.0,ssb,100
delta,presto,q3_3,10;208;10;39;47;128;600,64933.0,ssb,100
delta,presto,q3_4,10;208;10;39;47;128;600,61281.0,ssb,100
delta,presto,q4_1,10;208;10;39;47;128;600,93415.0,ssb,100
delta,presto,q4_2,10;208;10;39;47;128;600,90389.0,ssb,100
delta,presto,q4_3,10;208;10;39;47;128;600,91208.0,ssb,100
delta,presto,q1_1,13;181;83;25;25;1024;229,29784.0,ssb,100
delta,presto,q1_2,13;181;83;25;25;1024;229,23529.0,ssb,100
delta,presto,q1_3,13;181;83;25;25;1024;229,23551.0,ssb,100
delta,presto,q2_1,13;181;83;25;25;1024;229,65296.0,ssb,100
delta,presto,q2_2,13;181;83;25;25;1024;229,70775.0,ssb,100
delta,presto,q2_3,13;181;83;25;25;1024;229,66368.0,ssb,100
delta,presto,q3_1,13;181;83;25;25;1024;229,63625.0,ssb,100
delta,presto,q3_2,13;181;83;25;25;1024;229,66940.0,ssb,100
delta,presto,q3_3,13;181;83;25;25;1024;229,63435.0,ssb,100
delta,presto,q3_4,13;181;83;25;25;1024;229,62676.0,ssb,100
delta,presto,q4_1,13;181;83;25;25;1024;229,95728.0,ssb,100
delta,presto,q4_2,13;181;83;25;25;1024;229,92997.0,ssb,100
delta,presto,q4_3,13;181;83;25;25;1024;229,90543.0,ssb,100
delta,presto,q1_1,11;279;130;47;47;128;94,25417.0,ssb,100
delta,presto,q1_2,11;279;130;47;47;128;94,21416.0,ssb,100
delta,presto,q1_3,11;279;130;47;47;128;94,21279.0,ssb,100
delta,presto,q2_1,11;279;130;47;47;128;94,69525.0,ssb,100
delta,presto,q2_2,11;279;130;47;47;128;94,67792.0,ssb,100
delta,presto,q2_3,11;279;130;47;47;128;94,65299.0,ssb,100
delta,presto,q3_1,11;279;130;47;47;128;94,64709.0,ssb,100
delta,presto,q3_2,11;279;130;47;47;128;94,62137.0,ssb,100
delta,presto,q3_3,11;279;130;47;47;128;94,62118.0,ssb,100
delta,presto,q3_4,11;279;130;47;47;128;94,62266.0,ssb,100
delta,presto,q4_1,11;279;130;47;47;128;94,93554.0,ssb,100
delta,presto,q4_2,11;279;130;47;47;128;94,92174.0,ssb,100
delta,presto,q4_3,11;279;130;47;47;128;94,91504.0,ssb,100
delta,presto,q1_1,16;200;20;18;18;32;32,27967.0,ssb,100
delta,presto,q1_2,16;200;20;18;18;32;32,24883.0,ssb,100
delta,presto,q1_3,16;200;20;18;18;32;32,21308.0,ssb,100
delta,presto,q2_1,16;200;20;18;18;32;32,65939.0,ssb,100
delta,presto,q2_2,16;200;20;18;18;32;32,71219.0,ssb,100
delta,presto,q2_3,16;200;20;18;18;32;32,69236.0,ssb,100
delta,presto,q3_1,16;200;20;18;18;32;32,61593.0,ssb,100
delta,presto,q3_2,16;200;20;18;18;32;32,59609.0,ssb,100
delta,presto,q3_3,16;200;20;18;18;32;32,61192.0,ssb,100
delta,presto,q3_4,16;200;20;18;18;32;32,61798.0,ssb,100
delta,presto,q4_1,16;200;20;18;18;32;32,90051.0,ssb,100
delta,presto,q4_2,16;200;20;18;18;32;32,91891.0,ssb,100
delta,presto,q4_3,16;200;20;18;18;32;32,92066.0,ssb,100
delta,presto,q1_1,20;198;136;9;36;512;1784,25930.0,ssb,100
delta,presto,q1_2,20;198;136;9;36;512;1784,23630.0,ssb,100
delta,presto,q1_3,20;198;136;9;36;512;1784,26126.0,ssb,100
delta,presto,q2_1,20;198;136;9;36;512;1784,71086.0,ssb,100
delta,presto,q2_2,20;198;136;9;36;512;1784,66839.0,ssb,100
delta,presto,q2_3,20;198;136;9;36;512;1784,67108.0,ssb,100
delta,presto,q3_1,20;198;136;9;36;512;1784,62100.0,ssb,100
delta,presto,q3_2,20;198;136;9;36;512;1784,65249.0,ssb,100
delta,presto,q3_3,20;198;136;9;36;512;1784,61625.0,ssb,100
delta,presto,q3_4,20;198;136;9;36;512;1784,63022.0,ssb,100
delta,presto,q4_1,20;198;136;9;36;512;1784,92041.0,ssb,100
delta,presto,q4_2,20;198;136;9;36;512;1784,92620.0,ssb,100
delta,presto,q4_3,20;198;136;9;36;512;1784,97556.0,ssb,100
delta,presto,q1_1,26;207;16;6;6;2048;390,31694.0,ssb,100
delta,presto,q1_2,26;207;16;6;6;2048;390,25743.0,ssb,100
delta,presto,q1_3,26;207;16;6;6;2048;390,24656.0,ssb,100
delta,presto,q2_1,26;207;16;6;6;2048;390,71136.0,ssb,100
delta,presto,q2_2,26;207;16;6;6;2048;390,69514.0,ssb,100
delta,presto,q2_3,26;207;16;6;6;2048;390,69338.0,ssb,100
