datalake,engine,query name,conf,latency,benchmark,sf
iceberg,presto,q2_3,16;200;20;18;18;32;32,814.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1183.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,932.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,773.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,735.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1041.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,980.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,859.0,ssb-flat,1
iceberg,presto,q1_1,16;200;20;18;18;32;32,2086.0,ssb-flat,1
iceberg,presto,q1_2,16;200;20;18;18;32;32,2012.0,ssb-flat,1
iceberg,presto,q1_3,16;200;20;18;18;32;32,709.0,ssb-flat,1
iceberg,presto,q2_1,16;200;20;18;18;32;32,2267.0,ssb-flat,1
iceberg,presto,q2_2,16;200;20;18;18;32;32,1056.0,ssb-flat,1
iceberg,presto,q2_3,16;200;20;18;18;32;32,986.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1160.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,977.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,870.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,759.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1100.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,1030.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,884.0,ssb-flat,1
iceberg,presto,q1_1,16;200;20;18;18;32;32,2297.0,ssb-flat,1
iceberg,presto,q1_2,16;200;20;18;18;32;32,983.0,ssb-flat,1
iceberg,presto,q1_3,16;200;20;18;18;32;32,2197.0,ssb-flat,1
iceberg,presto,q2_1,16;200;20;18;18;32;32,2496.0,ssb-flat,1
iceberg,presto,q2_2,16;200;20;18;18;32;32,2561.0,ssb-flat,1
iceberg,presto,q2_3,16;200;20;18;18;32;32,1563.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1537.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,1611.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,1246.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,1176.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1480.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,1308.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,1326.0,ssb-flat,1
iceberg,presto,q1_1,16;200;20;18;18;32;32,1323.0,ssb-flat,1
iceberg,presto,q1_2,16;200;20;18;18;32;32,835.0,ssb-flat,1
iceberg,presto,q1_3,16;200;20;18;18;32;32,1971.0,ssb-flat,1
iceberg,presto,q2_1,16;200;20;18;18;32;32,2110.0,ssb-flat,1
iceberg,presto,q2_2,16;200;20;18;18;32;32,2002.0,ssb-flat,1
iceberg,presto,q2_3,16;200;20;18;18;32;32,866.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1033.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,988.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,843.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,672.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1116.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,1079.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,852.0,ssb-flat,1
iceberg,presto,q1_1,16;200;20;18;18;32;32,2557.0,ssb-flat,1
iceberg,presto,q1_2,16;200;20;18;18;32;32,1458.0,ssb-flat,1
iceberg,presto,q1_3,16;200;20;18;18;32;32,2458.0,ssb-flat,1
iceberg,presto,q2_1,16;200;20;18;18;32;32,1322.0,ssb-flat,1
iceberg,presto,q2_2,16;200;20;18;18;32;32,900.0,ssb-flat,1
iceberg,presto,q2_3,16;200;20;18;18;32;32,832.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1001.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,997.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,753.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,690.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1033.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,964.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,866.0,ssb-flat,1
iceberg,presto,q1_1,20;198;136;9;36;512;1784,330.0,ssb-flat,1
iceberg,presto,q1_2,20;198;136;9;36;512;1784,2130.0,ssb-flat,1
iceberg,presto,q1_3,20;198;136;9;36;512;1784,2270.0,ssb-flat,1
iceberg,presto,q2_1,20;198;136;9;36;512;1784,2151.0,ssb-flat,1
iceberg,presto,q2_2,20;198;136;9;36;512;1784,1255.0,ssb-flat,1
iceberg,presto,q2_3,20;198;136;9;36;512;1784,2288.0,ssb-flat,1
iceberg,presto,q3_1,20;198;136;9;36;512;1784,1481.0,ssb-flat,1
iceberg,presto,q3_2,20;198;136;9;36;512;1784,1287.0,ssb-flat,1
iceberg,presto,q3_3,20;198;136;9;36;512;1784,1016.0,ssb-flat,1
iceberg,presto,q3_4,20;198;136;9;36;512;1784,986.0,ssb-flat,1
iceberg,presto,q4_1,20;198;136;9;36;512;1784,1534.0,ssb-flat,1
iceberg,presto,q4_2,20;198;136;9;36;512;1784,1282.0,ssb-flat,1
iceberg,presto,q4_3,20;198;136;9;36;512;1784,1134.0,ssb-flat,1
iceberg,presto,q1_1,26;207;16;6;6;2048;390,2289.0,ssb-flat,1
iceberg,presto,q1_2,26;207;16;6;6;2048;390,1322.0,ssb-flat,1
iceberg,presto,q1_3,26;207;16;6;6;2048;390,2046.0,ssb-flat,1
iceberg,presto,q2_1,26;207;16;6;6;2048;390,3483.0,ssb-flat,1
iceberg,presto,q2_2,26;207;16;6;6;2048;390,3592.0,ssb-flat,1
iceberg,presto,q2_3,26;207;16;6;6;2048;390,2177.0,ssb-flat,1
iceberg,presto,q3_1,26;207;16;6;6;2048;390,2446.0,ssb-flat,1
iceberg,presto,q3_2,26;207;16;6;6;2048;390,2660.0,ssb-flat,1
iceberg,presto,q3_3,26;207;16;6;6;2048;390,1968.0,ssb-flat,1
iceberg,presto,q3_4,26;207;16;6;6;2048;390,1574.0,ssb-flat,1
iceberg,presto,q4_1,26;207;16;6;6;2048;390,2265.0,ssb-flat,1
iceberg,presto,q4_2,26;207;16;6;6;2048;390,2479.0,ssb-flat,1
iceberg,presto,q4_3,26;207;16;6;6;2048;390,2069.0,ssb-flat,1
iceberg,presto,q1_1,8;137;51;18;32;1024;942,1539.0,ssb-flat,1
iceberg,presto,q1_2,8;137;51;18;32;1024;942,891.0,ssb-flat,1
iceberg,presto,q1_3,8;137;51;18;32;1024;942,718.0,ssb-flat,1
iceberg,presto,q2_1,8;137;51;18;32;1024;942,3126.0,ssb-flat,1
iceberg,presto,q2_2,8;137;51;18;32;1024;942,2702.0,ssb-flat,1
iceberg,presto,q2_3,8;137;51;18;32;1024;942,1517.0,ssb-flat,1
iceberg,presto,q3_1,8;137;51;18;32;1024;942,1660.0,ssb-flat,1
iceberg,presto,q3_2,8;137;51;18;32;1024;942,1488.0,ssb-flat,1
iceberg,presto,q3_3,8;137;51;18;32;1024;942,1294.0,ssb-flat,1
iceberg,presto,q3_4,8;137;51;18;32;1024;942,1071.0,ssb-flat,1
iceberg,presto,q4_1,8;137;51;18;32;1024;942,1767.0,ssb-flat,1
iceberg,presto,q4_2,8;137;51;18;32;1024;942,1393.0,ssb-flat,1
iceberg,presto,q4_3,8;137;51;18;32;1024;942,1420.0,ssb-flat,1
iceberg,presto,q1_1,16;244;16;6;6;128;1424,2055.0,ssb-flat,1
iceberg,presto,q1_2,16;244;16;6;6;128;1424,814.0,ssb-flat,1
iceberg,presto,q1_3,16;244;16;6;6;128;1424,706.0,ssb-flat,1
iceberg,presto,q2_1,16;244;16;6;6;128;1424,2459.0,ssb-flat,1
iceberg,presto,q2_2,16;244;16;6;6;128;1424,2141.0,ssb-flat,1
iceberg,presto,q2_3,16;244;16;6;6;128;1424,923.0,ssb-flat,1
iceberg,presto,q3_1,16;244;16;6;6;128;1424,1239.0,ssb-flat,1
iceberg,presto,q3_2,16;244;16;6;6;128;1424,1002.0,ssb-flat,1
iceberg,presto,q3_3,16;244;16;6;6;128;1424,870.0,ssb-flat,1
iceberg,presto,q3_4,16;244;16;6;6;128;1424,717.0,ssb-flat,1
iceberg,presto,q4_1,16;244;16;6;6;128;1424,1203.0,ssb-flat,1
iceberg,presto,q4_2,16;244;16;6;6;128;1424,1058.0,ssb-flat,1
iceberg,presto,q4_3,16;244;16;6;6;128;1424,900.0,ssb-flat,1
iceberg,presto,q1_1,14;286;80;12;38;64;729,2078.0,ssb-flat,1
iceberg,presto,q1_2,14;286;80;12;38;64;729,2040.0,ssb-flat,1
iceberg,presto,q1_3,14;286;80;12;38;64;729,734.0,ssb-flat,1
iceberg,presto,q2_1,14;286;80;12;38;64;729,1603.0,ssb-flat,1
iceberg,presto,q2_2,14;286;80;12;38;64;729,2043.0,ssb-flat,1
iceberg,presto,q2_3,14;286;80;12;38;64;729,958.0,ssb-flat,1
iceberg,presto,q3_1,14;286;80;12;38;64;729,1182.0,ssb-flat,1
iceberg,presto,q3_2,14;286;80;12;38;64;729,1009.0,ssb-flat,1
iceberg,presto,q3_3,14;286;80;12;38;64;729,860.0,ssb-flat,1
iceberg,presto,q3_4,14;286;80;12;38;64;729,747.0,ssb-flat,1
iceberg,presto,q4_1,14;286;80;12;38;64;729,1149.0,ssb-flat,1
iceberg,presto,q4_2,14;286;80;12;38;64;729,961.0,ssb-flat,1
iceberg,presto,q4_3,14;286;80;12;38;64;729,914.0,ssb-flat,1
iceberg,presto,q1_1,18;167;116;8;31;512;796,2203.0,ssb-flat,1
iceberg,presto,q1_2,18;167;116;8;31;512;796,2085.0,ssb-flat,1
iceberg,presto,q1_3,18;167;116;8;31;512;796,787.0,ssb-flat,1
iceberg,presto,q2_1,18;167;116;8;31;512;796,2717.0,ssb-flat,1
iceberg,presto,q2_2,18;167;116;8;31;512;796,1248.0,ssb-flat,1
iceberg,presto,q2_3,18;167;116;8;31;512;796,982.0,ssb-flat,1
iceberg,presto,q3_1,18;167;116;8;31;512;796,1377.0,ssb-flat,1
iceberg,presto,q3_2,18;167;116;8;31;512;796,1209.0,ssb-flat,1
iceberg,presto,q3_3,18;167;116;8;31;512;796,995.0,ssb-flat,1
iceberg,presto,q3_4,18;167;116;8;31;512;796,809.0,ssb-flat,1
iceberg,presto,q4_1,18;167;116;8;31;512;796,1210.0,ssb-flat,1
iceberg,presto,q4_2,18;167;116;8;31;512;796,1183.0,ssb-flat,1
iceberg,presto,q4_3,18;167;116;8;31;512;796,1103.0,ssb-flat,1
iceberg,presto,q1_1,19;175;98;7;37;256;125,1429.0,ssb-flat,1
iceberg,presto,q1_2,19;175;98;7;37;256;125,1776.0,ssb-flat,1
iceberg,presto,q1_3,19;175;98;7;37;256;125,727.0,ssb-flat,1
iceberg,presto,q2_1,19;175;98;7;37;256;125,2597.0,ssb-flat,1
iceberg,presto,q2_2,19;175;98;7;37;256;125,2201.0,ssb-flat,1
iceberg,presto,q2_3,19;175;98;7;37;256;125,870.0,ssb-flat,1
iceberg,presto,q3_1,19;175;98;7;37;256;125,1228.0,ssb-flat,1
iceberg,presto,q3_2,19;175;98;7;37;256;125,1027.0,ssb-flat,1
iceberg,presto,q3_3,19;175;98;7;37;256;125,833.0,ssb-flat,1
iceberg,presto,q3_4,19;175;98;7;37;256;125,729.0,ssb-flat,1
iceberg,presto,q4_1,19;175;98;7;37;256;125,1157.0,ssb-flat,1
iceberg,presto,q4_2,19;175;98;7;37;256;125,1039.0,ssb-flat,1
iceberg,presto,q4_3,19;175;98;7;37;256;125,910.0,ssb-flat,1
iceberg,presto,q1_1,12;281;136;9;36;2048;938,2528.0,ssb-flat,1
iceberg,presto,q1_2,12;281;136;9;36;2048;938,1245.0,ssb-flat,1
iceberg,presto,q1_3,12;281;136;9;36;2048;938,1010.0,ssb-flat,1
iceberg,presto,q2_1,12;281;136;9;36;2048;938,4164.0,ssb-flat,1
iceberg,presto,q2_2,12;281;136;9;36;2048;938,3495.0,ssb-flat,1
iceberg,presto,q2_3,12;281;136;9;36;2048;938,2123.0,ssb-flat,1
iceberg,presto,q3_1,12;281;136;9;36;2048;938,2714.0,ssb-flat,1
iceberg,presto,q3_2,12;281;136;9;36;2048;938,2329.0,ssb-flat,1
iceberg,presto,q3_3,12;281;136;9;36;2048;938,1741.0,ssb-flat,1
iceberg,presto,q3_4,12;281;136;9;36;2048;938,1307.0,ssb-flat,1
iceberg,presto,q4_1,12;281;136;9;36;2048;938,1904.0,ssb-flat,1
iceberg,presto,q4_2,12;281;136;9;36;2048;938,1757.0,ssb-flat,1
iceberg,presto,q4_3,12;281;136;9;36;2048;938,2138.0,ssb-flat,1
iceberg,presto,q1_1,18;134;35;11;38;512;314,1369.0,ssb-flat,1
iceberg,presto,q1_2,18;134;35;11;38;512;314,1942.0,ssb-flat,1
iceberg,presto,q1_3,18;134;35;11;38;512;314,718.0,ssb-flat,1
iceberg,presto,q2_1,18;134;35;11;38;512;314,2729.0,ssb-flat,1
iceberg,presto,q2_2,18;134;35;11;38;512;314,2355.0,ssb-flat,1
iceberg,presto,q2_3,18;134;35;11;38;512;314,1031.0,ssb-flat,1
iceberg,presto,q3_1,18;134;35;11;38;512;314,1277.0,ssb-flat,1
iceberg,presto,q3_2,18;134;35;11;38;512;314,1146.0,ssb-flat,1
iceberg,presto,q3_3,18;134;35;11;38;512;314,935.0,ssb-flat,1
iceberg,presto,q3_4,18;134;35;11;38;512;314,846.0,ssb-flat,1
iceberg,presto,q4_1,18;134;35;11;38;512;314,1323.0,ssb-flat,1
iceberg,presto,q4_2,18;134;35;11;38;512;314,1134.0,ssb-flat,1
iceberg,presto,q4_3,18;134;35;11;38;512;314,1112.0,ssb-flat,1
iceberg,presto,q1_1,21;288;132;35;35;1024;119,2321.0,ssb-flat,1
iceberg,presto,q1_2,21;288;132;35;35;1024;119,2113.0,ssb-flat,1
iceberg,presto,q1_3,21;288;132;35;35;1024;119,1845.0,ssb-flat,1
iceberg,presto,q2_1,21;288;132;35;35;1024;119,2741.0,ssb-flat,1
iceberg,presto,q2_2,21;288;132;35;35;1024;119,1622.0,ssb-flat,1
iceberg,presto,q2_3,21;288;132;35;35;1024;119,1361.0,ssb-flat,1
iceberg,presto,q3_1,21;288;132;35;35;1024;119,1633.0,ssb-flat,1
iceberg,presto,q3_2,21;288;132;35;35;1024;119,1673.0,ssb-flat,1
iceberg,presto,q3_3,21;288;132;35;35;1024;119,1245.0,ssb-flat,1
iceberg,presto,q3_4,21;288;132;35;35;1024;119,1057.0,ssb-flat,1
iceberg,presto,q4_1,21;288;132;35;35;1024;119,1505.0,ssb-flat,1
iceberg,presto,q4_2,21;288;132;35;35;1024;119,1343.0,ssb-flat,1
iceberg,presto,q4_3,21;288;132;35;35;1024;119,1593.0,ssb-flat,1
iceberg,presto,q1_1,17;245;13;6;15;256;941,2187.0,ssb-flat,1
iceberg,presto,q1_2,17;245;13;6;15;256;941,1873.0,ssb-flat,1
iceberg,presto,q1_3,17;245;13;6;15;256;941,1981.0,ssb-flat,1
iceberg,presto,q2_1,17;245;13;6;15;256;941,1659.0,ssb-flat,1
iceberg,presto,q2_2,17;245;13;6;15;256;941,1234.0,ssb-flat,1
iceberg,presto,q2_3,17;245;13;6;15;256;941,958.0,ssb-flat,1
iceberg,presto,q3_1,17;245;13;6;15;256;941,1129.0,ssb-flat,1
iceberg,presto,q3_2,17;245;13;6;15;256;941,1038.0,ssb-flat,1
iceberg,presto,q3_3,17;245;13;6;15;256;941,850.0,ssb-flat,1
iceberg,presto,q3_4,17;245;13;6;15;256;941,768.0,ssb-flat,1
iceberg,presto,q4_1,17;245;13;6;15;256;941,1144.0,ssb-flat,1
iceberg,presto,q4_2,17;245;13;6;15;256;941,1035.0,ssb-flat,1
iceberg,presto,q4_3,17;245;13;6;15;256;941,937.0,ssb-flat,1
iceberg,presto,q1_1,12;209;52;15;15;32;773,2005.0,ssb-flat,1
iceberg,presto,q1_2,12;209;52;15;15;32;773,1995.0,ssb-flat,1
iceberg,presto,q1_3,12;209;52;15;15;32;773,1833.0,ssb-flat,1
iceberg,presto,q2_1,12;209;52;15;15;32;773,1687.0,ssb-flat,1
iceberg,presto,q2_2,12;209;52;15;15;32;773,1063.0,ssb-flat,1
iceberg,presto,q2_3,12;209;52;15;15;32;773,814.0,ssb-flat,1
iceberg,presto,q3_1,12;209;52;15;15;32;773,1183.0,ssb-flat,1
iceberg,presto,q3_2,12;209;52;15;15;32;773,932.0,ssb-flat,1
iceberg,presto,q3_3,12;209;52;15;15;32;773,773.0,ssb-flat,1
iceberg,presto,q3_4,12;209;52;15;15;32;773,735.0,ssb-flat,1
iceberg,presto,q4_1,12;209;52;15;15;32;773,1041.0,ssb-flat,1
iceberg,presto,q4_2,12;209;52;15;15;32;773,980.0,ssb-flat,1
iceberg,presto,q4_3,12;209;52;15;15;32;773,859.0,ssb-flat,1
iceberg,presto,q1_1,10;219;20;7;7;128;808,2086.0,ssb-flat,1
iceberg,presto,q1_2,10;219;20;7;7;128;808,2012.0,ssb-flat,1
iceberg,presto,q1_3,10;219;20;7;7;128;808,709.0,ssb-flat,1
iceberg,presto,q2_1,10;219;20;7;7;128;808,2267.0,ssb-flat,1
iceberg,presto,q2_2,10;219;20;7;7;128;808,1056.0,ssb-flat,1
iceberg,presto,q2_3,10;219;20;7;7;128;808,986.0,ssb-flat,1
iceberg,presto,q3_1,10;219;20;7;7;128;808,1160.0,ssb-flat,1
iceberg,presto,q3_2,10;219;20;7;7;128;808,977.0,ssb-flat,1
iceberg,presto,q3_3,10;219;20;7;7;128;808,870.0,ssb-flat,1
iceberg,presto,q3_4,10;219;20;7;7;128;808,759.0,ssb-flat,1
iceberg,presto,q4_1,10;219;20;7;7;128;808,1100.0,ssb-flat,1
iceberg,presto,q4_2,10;219;20;7;7;128;808,1030.0,ssb-flat,1
iceberg,presto,q4_3,10;219;20;7;7;128;808,884.0,ssb-flat,1
iceberg,presto,q1_1,13;181;83;25;25;1024;229,2297.0,ssb-flat,1
iceberg,presto,q1_2,13;181;83;25;25;1024;229,983.0,ssb-flat,1
iceberg,presto,q1_3,13;181;83;25;25;1024;229,2197.0,ssb-flat,1
iceberg,presto,q2_1,13;181;83;25;25;1024;229,2496.0,ssb-flat,1
iceberg,presto,q2_2,13;181;83;25;25;1024;229,2561.0,ssb-flat,1
iceberg,presto,q2_3,13;181;83;25;25;1024;229,1563.0,ssb-flat,1
iceberg,presto,q3_1,13;181;83;25;25;1024;229,1537.0,ssb-flat,1
iceberg,presto,q3_2,13;181;83;25;25;1024;229,1611.0,ssb-flat,1
iceberg,presto,q3_3,13;181;83;25;25;1024;229,1246.0,ssb-flat,1
iceberg,presto,q3_4,13;181;83;25;25;1024;229,1176.0,ssb-flat,1
iceberg,presto,q4_1,13;181;83;25;25;1024;229,1480.0,ssb-flat,1
iceberg,presto,q4_2,13;181;83;25;25;1024;229,1308.0,ssb-flat,1
iceberg,presto,q4_3,13;181;83;25;25;1024;229,1326.0,ssb-flat,1
iceberg,presto,q1_1,13;181;110;23;35;32;985,1323.0,ssb-flat,1
iceberg,presto,q1_2,13;181;110;23;35;32;985,835.0,ssb-flat,1
iceberg,presto,q1_3,13;181;110;23;35;32;985,1971.0,ssb-flat,1
iceberg,presto,q2_1,13;181;110;23;35;32;985,2110.0,ssb-flat,1
iceberg,presto,q2_2,13;181;110;23;35;32;985,2002.0,ssb-flat,1
iceberg,presto,q2_3,13;181;110;23;35;32;985,866.0,ssb-flat,1
iceberg,presto,q3_1,13;181;110;23;35;32;985,1033.0,ssb-flat,1
iceberg,presto,q3_2,13;181;110;23;35;32;985,988.0,ssb-flat,1
iceberg,presto,q3_3,13;181;110;23;35;32;985,843.0,ssb-flat,1
iceberg,presto,q3_4,13;181;110;23;35;32;985,672.0,ssb-flat,1
iceberg,presto,q4_1,13;181;110;23;35;32;985,1116.0,ssb-flat,1
iceberg,presto,q4_2,13;181;110;23;35;32;985,1079.0,ssb-flat,1
iceberg,presto,q4_3,13;181;110;23;35;32;985,852.0,ssb-flat,1
iceberg,presto,q1_1,16;200;20;18;18;32;32,2557.0,ssb-flat,1
iceberg,presto,q1_2,16;200;20;18;18;32;32,1458.0,ssb-flat,1
iceberg,presto,q1_3,16;200;20;18;18;32;32,2458.0,ssb-flat,1
iceberg,presto,q2_1,16;200;20;18;18;32;32,1322.0,ssb-flat,1
iceberg,presto,q2_2,16;200;20;18;18;32;32,900.0,ssb-flat,1
iceberg,presto,q2_3,16;200;20;18;18;32;32,832.0,ssb-flat,1
iceberg,presto,q3_1,16;200;20;18;18;32;32,1001.0,ssb-flat,1
iceberg,presto,q3_2,16;200;20;18;18;32;32,997.0,ssb-flat,1
iceberg,presto,q3_3,16;200;20;18;18;32;32,753.0,ssb-flat,1
iceberg,presto,q3_4,16;200;20;18;18;32;32,690.0,ssb-flat,1
iceberg,presto,q4_1,16;200;20;18;18;32;32,1033.0,ssb-flat,1
iceberg,presto,q4_2,16;200;20;18;18;32;32,964.0,ssb-flat,1
iceberg,presto,q4_3,16;200;20;18;18;32;32,866.0,ssb-flat,1
iceberg,presto,q1_1,20;198;136;9;36;512;1784,330.0,ssb-flat,1
iceberg,presto,q1_2,20;198;136;9;36;512;1784,2130.0,ssb-flat,1
iceberg,presto,q1_3,20;198;136;9;36;512;1784,2270.0,ssb-flat,1
iceberg,presto,q2_1,20;198;136;9;36;512;1784,2151.0,ssb-flat,1
iceberg,presto,q2_2,20;198;136;9;36;512;1784,1255.0,ssb-flat,1
iceberg,presto,q2_3,20;198;136;9;36;512;1784,2288.0,ssb-flat,1
iceberg,presto,q3_1,20;198;136;9;36;512;1784,1481.0,ssb-flat,1
iceberg,presto,q3_2,20;198;136;9;36;512;1784,1287.0,ssb-flat,1
iceberg,presto,q3_3,20;198;136;9;36;512;1784,1016.0,ssb-flat,1
iceberg,presto,q3_4,20;198;136;9;36;512;1784,986.0,ssb-flat,1
iceberg,presto,q4_1,20;198;136;9;36;512;1784,1534.0,ssb-flat,1
iceberg,presto,q4_2,20;198;136;9;36;512;1784,1282.0,ssb-flat,1
iceberg,presto,q4_3,20;198;136;9;36;512;1784,1134.0,ssb-flat,1
iceberg,presto,q1_1,26;207;16;6;6;2048;390,2289.0,ssb-flat,1
iceberg,presto,q1_2,26;207;16;6;6;2048;390,1322.0,ssb-flat,1
iceberg,presto,q1_3,26;207;16;6;6;2048;390,2046.0,ssb-flat,1
iceberg,presto,q2_1,26;207;16;6;6;2048;390,3483.0,ssb-flat,1
iceberg,presto,q2_2,26;207;16;6;6;2048;390,3592.0,ssb-flat,1
iceberg,presto,q2_3,26;207;16;6;6;2048;390,2177.0,ssb-flat,1
iceberg,presto,q3_1,26;207;16;6;6;2048;390,2446.0,ssb-flat,1
iceberg,presto,q3_2,26;207;16;6;6;2048;390,2660.0,ssb-flat,1
iceberg,presto,q3_3,26;207;16;6;6;2048;390,1968.0,ssb-flat,1
iceberg,presto,q3_4,26;207;16;6;6;2048;390,1574.0,ssb-flat,1
iceberg,presto,q4_1,26;207;16;6;6;2048;390,2265.0,ssb-flat,1
iceberg,presto,q4_2,26;207;16;6;6;2048;390,2479.0,ssb-flat,1
iceberg,presto,q4_3,26;207;16;6;6;2048;390,2069.0,ssb-flat,1
iceberg,presto,q1_1,8;137;51;18;32;1024;942,1539.0,ssb-flat,1
iceberg,presto,q1_2,8;137;51;18;32;1024;942,891.0,ssb-flat,1
iceberg,presto,q1_3,8;137;51;18;32;1024;942,718.0,ssb-flat,1
iceberg,presto,q2_1,8;137;51;18;32;1024;942,3126.0,ssb-flat,1
iceberg,presto,q2_2,8;137;51;18;32;1024;942,2702.0,ssb-flat,1
iceberg,presto,q2_3,8;137;51;18;32;1024;942,1517.0,ssb-flat,1
iceberg,presto,q3_1,8;137;51;18;32;1024;942,1660.0,ssb-flat,1
iceberg,presto,q3_2,8;137;51;18;32;1024;942,1488.0,ssb-flat,1
iceberg,presto,q3_3,8;137;51;18;32;1024;942,1294.0,ssb-flat,1
iceberg,presto,q3_4,8;137;51;18;32;1024;942,1071.0,ssb-flat,1
iceberg,presto,q4_1,8;137;51;18;32;1024;942,1767.0,ssb-flat,1
iceberg,presto,q4_2,8;137;51;18;32;1024;942,1393.0,ssb-flat,1
iceberg,presto,q4_3,8;137;51;18;32;1024;942,1420.0,ssb-flat,1
iceberg,presto,q1_1,16;244;16;6;6;128;1424,2055.0,ssb-flat,1
iceberg,presto,q1_2,16;244;16;6;6;128;1424,814.0,ssb-flat,1
iceberg,presto,q1_3,16;244;16;6;6;128;1424,706.0,ssb-flat,1
iceberg,presto,q2_1,16;244;16;6;6;128;1424,2459.0,ssb-flat,1
iceberg,presto,q2_2,16;244;16;6;6;128;1424,2141.0,ssb-flat,1
iceberg,presto,q2_3,16;244;16;6;6;128;1424,923.0,ssb-flat,1
iceberg,presto,q3_1,16;244;16;6;6;128;1424,1239.0,ssb-flat,1
iceberg,presto,q3_2,16;244;16;6;6;128;1424,1002.0,ssb-flat,1
iceberg,presto,q3_3,16;244;16;6;6;128;1424,870.0,ssb-flat,1
iceberg,presto,q3_4,16;244;16;6;6;128;1424,717.0,ssb-flat,1
iceberg,presto,q4_1,16;244;16;6;6;128;1424,1203.0,ssb-flat,1
iceberg,presto,q4_2,16;244;16;6;6;128;1424,1058.0,ssb-flat,1
iceberg,presto,q4_3,16;244;16;6;6;128;1424,900.0,ssb-flat,1
iceberg,presto,q1_1,14;286;80;12;38;64;729,2078.0,ssb-flat,1
iceberg,presto,q1_2,14;286;80;12;38;64;729,2040.0,ssb-flat,1
iceberg,presto,q1_3,14;286;80;12;38;64;729,734.0,ssb-flat,1
iceberg,presto,q2_1,14;286;80;12;38;64;729,1603.0,ssb-flat,1
iceberg,presto,q2_2,14;286;80;12;38;64;729,2043.0,ssb-flat,1
iceberg,presto,q2_3,14;286;80;12;38;64;729,958.0,ssb-flat,1
iceberg,presto,q3_1,14;286;80;12;38;64;729,1182.0,ssb-flat,1
iceberg,presto,q3_2,14;286;80;12;38;64;729,1009.0,ssb-flat,1
iceberg,presto,q3_3,14;286;80;12;38;64;729,860.0,ssb-flat,1
iceberg,presto,q3_4,14;286;80;12;38;64;729,747.0,ssb-flat,1
iceberg,presto,q4_1,14;286;80;12;38;64;729,1149.0,ssb-flat,1
iceberg,presto,q4_2,14;286;80;12;38;64;729,961.0,ssb-flat,1
iceberg,presto,q4_3,14;286;80;12;38;64;729,914.0,ssb-flat,1
iceberg,presto,q1_1,18;167;116;8;31;512;796,2203.0,ssb-flat,1
iceberg,presto,q1_2,18;167;116;8;31;512;796,2085.0,ssb-flat,1
iceberg,presto,q1_3,18;167;116;8;31;512;796,787.0,ssb-flat,1
iceberg,presto,q2_1,18;167;116;8;31;512;796,2717.0,ssb-flat,1
iceberg,presto,q2_2,18;167;116;8;31;512;796,1248.0,ssb-flat,1
iceberg,presto,q2_3,18;167;116;8;31;512;796,982.0,ssb-flat,1
